ID_CURSO,ID_CENTRO_SIE,NOME_CURSO,NIVEL_CURSO,MODALIDADE_CURSO,CLASSIFICACAO_CURSO
2554,4634,Licenciatura Intercultural Indígena,Graduação,Licenciatura,Presencial
2599,78,PG Artes da Cena - Mestrado,Pós-Graduação,Mestrado,Presencial
2600,88,PG em Saúde Coletiva - Mestrado,Pós-Graduação,Mestrado,Presencial
2598,91,PG Serviço Social e Políticas Públicas - Mestrado,Pós-Graduação,Mestrado,Presencial
2596,117,PG Engenharia Civil e Ambiental - Mestrado,Pós-Graduação,Mestrado,Presencial
2597,117,PG Engenharia Civil e Ambiental - Doutorado,Pós-Graduação,Doutorado,Presencial
2507,78,Letras - Português e Literaturas/Distância/Encruzilhada do Sul/RS,Graduação,Licenciatura,EAD
2482,78,Letras - Português e Literaturas/Distância/Panambi/RS,Graduação,Licenciatura,EAD
2484,78,Letras - Português e Literaturas/Distância/Sapucaia do Sul/RS,Graduação,Licenciatura,EAD
2486,78,Letras - Português e Literaturas/Distância/São Gabriel/RS,Graduação,Licenciatura,EAD
2485,78,Letras - Letras Espanhol - Literaturas/Distância/Balneário Pinhal/RS,Graduação,Licenciatura,EAD
2474,78,Letras - Letras Espanhol - Literaturas/Distância/Camargo/RS,Graduação,Licenciatura,EAD
2483,78,Letras - Letras Espanhol - Literaturas/Distância/Canguçu/RS,Graduação,Licenciatura,EAD
2476,78,Letras - Letras Espanhol - Literaturas/Distância/Novo Hamburgo/RS,Graduação,Licenciatura,EAD
2509,78,Licenc. Letras Espanhol - Literaturas/Distância/Piratini/RS,Graduação,Licenciatura,EAD
944,81,Técnico em Geomática,Pós-Médio,Técnico,Presencial
2468,82,Física - Licenciatura/Distância/Cerro Largo/RS,Graduação,Licenciatura,EAD
2475,82,Física - Licenciatura/Distância/Imbé/RS,Graduação,Licenciatura,EAD
2472,82,Física - Licenciatura/Distância/Picada Café/RS,Graduação,Licenciatura,EAD
2479,82,Física - Licenciatura/Distância/Santana do Livramento/RS,Graduação,Licenciatura,EAD
2467,82,Física - Licenciatura/Distância/São Francisco de Paula/RS,Graduação,Licenciatura,EAD
1123,82,Licenciatura em Geografia/Distância/Santana do Livramento/RS,Graduação,Licenciatura,EAD
1117,82,Licenciatura Matemática/Distância/Santa Maria/RS,Graduação,Licenciatura,EAD
2490,85,Licenciatura em Educação do Campo/Distância/Camargo/RS,Graduação,Licenciatura,EAD
2501,85,Licenciatura em Educação do Campo/Distância/Imbé/RS,Graduação,Licenciatura,EAD
2497,85,Licenciatura em Educação do Campo/Distância/Panambi/RS,Graduação,Licenciatura,EAD
2508,85,Licenciatura em Educação do Campo/Distância/Piratini/RS,Graduação,Licenciatura,EAD
1565,3156,Ciências e Humanidades - Ênfase em Gestão Sustentável - Bacharelado Interdisciplinar,Graduação,Bacharelado,Presencial
1390,91,História - Licenciatura PARFOR,Graduação,Licenciatura,Presencial
2469,94,Educação Especial - Licenciatura/Distância/Canguçu/RS,Graduação,Licenciatura,EAD
2481,94,Educação Especial - Licenciatura/Distância/Imbé/RS,Graduação,Licenciatura,EAD
2470,94,Educação Especial - Licenciatura/Distância/Quaraí/RS,Graduação,Licenciatura,EAD
2480,94,Educação Especial - Licenciatura/Distância/Rio Grande/RS,Graduação,Licenciatura,EAD
2471,94,Educação Especial - Licenciatura/Distância/Rosário do Sul/RS,Graduação,Licenciatura,EAD - UFSM
2473,94,Educação Especial - Licenciatura/Distância/Sapiranga/RS,Graduação,Licenciatura,EAD
2502,94,Pedagogia/Distância/Gramado/RS,Graduação,Licenciatura,EAD
1794,117,PG em Engenharia de Processos - Doutorado,Pós-Graduação,Doutorado,Presencial
2464,2712,Técnico em Informática para Internet,Pós-Médio,Técnico,Presencial
2465,2712,Técnico em Agrimensura,Pós-Médio,Técnico,Presencial
675,2712,Técnico em Agroindústria - Pós-Médio,Pós-Médio,Técnico,Presencial
1607,2732,Curso de Agricultor Familiar,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1606,2732,Curso de Operador de Máquina de Usinagem com CNC,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1395,2732,CTISM - Automação Industrial - Matutino,Pós-Médio,Técnico,Presencial
1725,2732,Curso de Cuidador de Idoso,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1028,2732,CTISM - Automação Industrial - Diurno,Ensino Médio,Técnico,Presencial
927,2732,CTISM - Mecânica - Diurno,Ensino Médio,Técnico,Presencial
1508,2732,Curso de Ajustador Mecânico,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1510,2732,Curso de Desenhista Mecânico,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1526,2732,Curso de Eletricista Instalador Predial de Baixa Tensão,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1511,2732,Curso de Instalador e Reparador de Redes de Computadores,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1599,2732,Curso de Montador de Painéis Elétricos,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1522,2732,Curso de Programador WEB,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1527,2732,Curso de Reparador de Circuitos Eletrônicos,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1512,2732,Curso de Soldador no Processo MIG/MAG,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1513,2732,Curso de Torneiro Mecânico,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1602,2752,Curso Agente de Inspeção de Qualidade em Serviços de Alimentação,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1669,2752,Curso de Agricultor Familiar,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1668,2752,Curso de Agricultor Orgânico,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1605,2752,Curso de Carpinteiro de Obras,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1676,2752,Curso de Espanhol Intermediário,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1564,2752,Curso de Monitor de Recreação,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1488,2752,CAFW - Agroindústria/Distância/Constantina/RS,Pós-Médio,Técnico,EAD
1618,2752,CAFW - Agroindústria/Distância/Palmeira das Missões/RS,Pós-Médio,Técnico,EAD
1492,2752,CAFW - Agroindústria/Distância/Planalto/RS,Pós-Médio,Técnico,EAD
1493,2752,CAFW - Agroindústria/Distância/Ronda Alta/RS,Pós-Médio,Técnico,EAD
1494,2752,CAFW - Agroindústria/Distância/Sagrada Família/RS,Pós-Médio,Técnico,EAD
1495,2752,CAFW - Agroindústria/Distância/Trindade do Sul/RS,Pós-Médio,Técnico,EAD
1496,2752,CAFW - Informática para Internet/Distância/Constantina/RS,Pós-Médio,Técnico,EAD
1619,2752,CAFW - Informática para Internet/Distância/Palmeira das Missões /RS,Pós-Médio,Técnico,EAD
1497,2752,CAFW - Informática para Internet/Distância/Planalto/RS,Pós-Médio,Técnico,EAD
1498,2752,CAFW - Informática para Internet/Distância/Ronda Alta/RS,Pós-Médio,Técnico,EAD
1499,2752,CAFW - Informática para Internet/Distância/Sagrada Família/RS,Pós-Médio,Técnico,EAD
1500,2752,CAFW - Informática para Internet/Distância/Trindade do Sul/RS,Pós-Médio,Técnico,EAD
1013,2752,Curso Técnico em Agropecuária - Noturno,Pós-Médio,Técnico,Presencial
1562,2752,Curso Técnico em Agropecuária concomitante ao Ensino Médio,Pós-Médio,Técnico,Presencial
1247,2752,Curso Técnico em Alimentos - Noturno,Pós-Médio,Técnico,Presencial
1563,2752,Curso Técnico em Aquicultura concomitante ao Ensino Médio,Pós-Médio,Técnico,Presencial
1027,2752,Curso Técnico em Informática - Noturno,Pós-Médio,Técnico,Presencial
1555,2752,Curso Técnico em Informática concomitante ao Ensino Médio,Pós-Médio,Técnico,Presencial
1191,2752,Curso Superior de Tecnologia em Alimentos,Graduação,Tecnológico,Presencial
1379,2010,Administração Pública Bacharelado/EAD/Três Passos/RS,Graduação,Bacharelado,EAD
1238,2010,Comunic. Social -Hab. Relações Públicas-Ênfase:Multimídia/FW,Graduação,Bacharelado,Presencial
2506,4634,Licenciatura em Computação/EAD/Balneário Pinhal/RS,Graduação,Licenciatura,EAD
2505,4634,Licenciatura em Computação/EAD/Canguçu/RS,Graduação,Licenciatura,EAD
2503,4634,Licenciatura em Computação/EAD/Hulha Negra/RS,Graduação,Licenciatura,EAD
2487,4634,Licenciatura em Computação/EAD/Sapiranga/RS,Graduação,Licenciatura,EAD
2504,4634,Licenciatura em Computação/EAD/São Gabriel/RS,Graduação,Licenciatura,EAD
1516,2752,Curso Agente de Inspeção de Qualidade,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1578,2752,Curso de Inglês Básico,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1673,2752,Curso de Inglês Intermediário,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1515,2752,Curso Operador de Computador,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1514,2752,Curso Operador de Máquinas e Implementos Agrícolas,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
2524,205,Mobilidade Acadêmica Internacional,Especial de Graduação,Aperfeiçoamento,Presencial
