ID_CURSO,ID_CENTRO_SIE,NOME_CURSO,NIVEL_CURSO,MODALIDADE_CURSO,CLASSIFICACAO_CURSO
1891,82,PG-E Ensino de Matemática no Ensino Médio/EAD/Gramado/RS,Especialização,Especialização,EAD
2229,4564,PG em Saúde e Ruralidade - Mestrado Acadêmico/PM,Pós-Graduação,Mestrado,Presencial
2225,205,PROMOVER - Mobilidade virtual em rede,Graduação,Formação Especial,Apenas para vinculo dos alunos
2227,205,Mobilidade Virtual Internacional,Graduação,Formação Especial,Apenas para vinculo dos alunos
2224,3202,Controle de Inscrição e Matrícula da Educação,Ensino Básico,Educação Infantil,Presencial
811,117,PG Engenharia Civil - Mestrado,Pós-Graduação,Mestrado,Presencial
935,85,PG Mestrado em Ciência do Solo,Pós-Graduação,Mestrado,Presencial
936,85,PG Doutorado em Ciência do Solo,Pós-Graduação,Doutorado,Presencial
2245,2712,CPOL - Curso Técnico em Cooperativismo/Distância/Silveira Martins/RS,Pós-Médio,Técnico,EAD
1454,88,PG em Ciências Farmacêuticas - Doutorado,Pós-Graduação,Doutorado,Presencial
817,78,PG Letras - Doutorado,Pós-Graduação,Doutorado,Presencial
1021,88,PG em Farmacologia - Mestrado,Pós-Graduação,Mestrado,Presencial
1175,88,PG em Farmacologia - Doutorado,Pós-Graduação,Doutorado,Presencial
783,88,PG Distúrbios da Comunicação Humana - Mestrado,Pós-Graduação,Mestrado,Presencial
1057,82,PG em Matemática - Mestrado,Pós-Graduação,Mestrado,Presencial
1062,78,PG em Artes Visuais - Mestrado,Pós-Graduação,Mestrado,Presencial
1105,91,PG Profissionalizante em Patrimônio Cultural- Mestrado,Pós-Graduação,Mestrado,Presencial
1178,82,PG Biodiversidade Animal - Mestrado,Pós-Graduação,Mestrado,Presencial
715,85,PG Mestrado em Extensão Rural,Pós-Graduação,Mestrado,Presencial
1108,117,PG em Engenharia de Processos  - Mestrado,Pós-Graduação,Mestrado,Presencial
822,78,Música - Licenciatura,Graduação,Licenciatura,Presencial
844,91,História - Licenciatura Plena,Graduação,Licenciatura,Presencial
1244,91,Curso Superior de Tecnologia em Gestão de Turismo,Graduação,Tecnológico,Presencial
911,78,Desenho e Plástica - Desenho Industrial,Graduação,Bacharelado,Presencial
1127,82,PG em Meteorologia - Mestrado,Pós-Graduação,Mestrado,Presencial
1128,88,PG em Ciências Odontológicas - Mestrado,Pós-Graduação,Mestrado,Presencial
1556,88,PG em Ciências Odontológicas - Doutorado,Pós-Graduação,Doutorado,Presencial
1906,91,PG em Ciências Sociais - Doutorado,Pós-Graduação,Doutorado,Presencial
1130,82,PG-M Educação em Ciências: Química da Vida e Saúde,Pós-Graduação,Mestrado,Presencial
1186,91,PG em Psicologia da Saúde - Mestrado,Pós-Graduação,Mestrado,Presencial
1400,91,PG em História - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
1793,91,PG em História - Doutorado,Pós-Graduação,Doutorado,Presencial
1406,91,PG em Economia e Desenvolvimento - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
1408,88,PG-Mestrado Profissional em Ciências da Saúde,Pós-Graduação,Mestrado,Presencial
953,91,PG - Administração - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
1464,97,PG - Educação Física - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
1022,91,PG - Comunicação - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
1480,117,PG em Engenharia Ambiental - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
1935,117,PG em Engenharia Ambiental - Doutorado Acadêmico,Pós-Graduação,Doutorado,Presencial
1576,82,PG em Educação Matemática e Ensino de Física - Mestrado,Pós-Graduação,Mestrado,Presencial
1695,94,PG em História em Rede Nacional - Mestrado Profissional,Pós-Graduação,Mestrado,Presencial
1792,88,PG em Nanotecnologia Farmacêutica - Doutorado,Pós-Graduação,Doutorado,Presencial
1796,88,PG em Reabilitação Funcional - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
2285,4634,PG-E Gestão de Tecnologia da Informação,Especialização,Especialização,Presencial
876,78,Letras - Espanhol,Graduação,Licenciatura,Presencial
1375,2712,Curso Técnico em Agropecuária Integrado ao Ensino Médio,Ensino Médio,Técnico,Presencial
2406,88,Residência Médica - Oncologia Pediátrica,Residencia Médica,Especialização,Presencial
2407,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Balneário Pinhal/RS,Especialização,Especialização,EAD
2408,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Candelária/RS,Especialização,Especialização,EAD
2409,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Cruz Alta/RS,Especialização,Especialização,EAD
2411,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Sapucaia do Sul/RS,Especialização,Especialização,EAD
1854,4564,PG em Agronegócios - Mestrado Acadêmico/PM,Pós-Graduação,Mestrado,Presencial
1923,91,PG - Psicologia - Doutorado Acadêmico,Pós-Graduação,Doutorado,Presencial
1402,4634,PG Agronomia - Agricultura e Ambiente - Mestrado/FW,Pós-Graduação,Mestrado,Presencial
950,82,PG em Geografia - Mestrado,Pós-Graduação,Mestrado,Presencial
1888,117,"PG em Arquitetura, Urbanismo e Paisagismo - Mestrado",Pós-Graduação,Mestrado,Presencial
1058,117,Pós-Graduação em Ciência da Computação - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
1912,91,PG - Relações Internacionais - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
2136,91,PG em Administração Pública - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
2164,91,PG em Ciências Contábeis - Mestrado Acadêmico,Pós-Graduação,Mestrado,Presencial
1861,94,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,Licenciatura,EAD
1864,94,Licenciatura em Ciências da Religião/EAD/São Francisco de Paula/RS,Graduação,Licenciatura,EAD
1887,91,Licenciatura Sociologia/Distância/Mostardas/RS,Graduação,Licenciatura,EAD
1995,85,Licenciatura em Educação do Campo/Distância/Encantado/RS,Graduação,Licenciatura,EAD
1969,94,Pedagogia-Licenciatura/Distância/Sarandi/RS,Graduação,Licenciatura,EAD
1632,2712,Técnico Agrícola Habilitação Agropecuária-Turno Tarde-Pós-Médio,Pós-Médio,Técnico,Presencial
1774,2732,Espanhol/Sem Fronteiras/Faxinal do Soturno,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
1780,82,Geografia Licenciatura -EaD-UAB/Sapiranga/RS,Graduação,Licenciatura,EAD
1785,82,Geografia Licenciatura -EaD-UAB/São Francisco de Paula/RS,Graduação,Licenciatura,EAD
1829,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Seberi/RS,Especialização,Especialização,EAD
2304,94,Licenciatura em Ciências da Religião,Graduação,Licenciatura,EAD
2425,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Picada Café/RS,Especialização,Especialização,EAD
2431,85,"PG-E em Agroecologia, Educação do Campo e Inovações Sociais/EAD/Agudo/RS",Especialização,Especialização,EAD
2433,85,"PG-E em Agroecologia, Educação do Campo e Inovações Sociais/EAD/Balneário Pinhal/RS",Especialização,Especialização,EAD
2435,85,"PG-E em Agroecologia, Educação do Campo e Inovações Sociais/EAD/Picada Café/RS",Especialização,Especialização,EAD
2436,85,"PG-E em Agroecologia, Educação do Campo e Inovações Sociais/EAD/Santana do Livramento/RS",Especialização,Especialização,EAD
2437,85,"PG-E em Agroecologia, Educação do Campo e Inovações Sociais/EAD/Seberi/RS",Especialização,Especialização,EAD
2439,85,"PG-E em Agroecologia, Educação do Campo e Inovações Sociais/EAD/Três Passos/RS",Especialização,Especialização,EAD
1832,78,Letras - Português e Literaturas/Distância/Santana da Boa Vista/RS,Graduação,Licenciatura,EAD
1842,94,Pedagogia-Licenciatura/Distância/Tio Hugo/RS,Graduação,Licenciatura,EAD
1339,4634,Sistemas de Informação/FW,Graduação,Bacharelado,Presencial
1366,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Sobradinho/RS,Especialização,Especialização,EAD
1536,4564,Administração Pública Bacharelado/EAD/Vila Flores/RS,Graduação,Bacharelado,EAD
1487,117,PG-E Educação Ambiental/Distância/Pólo Faxinal do Soturno,Especialização,Especialização,EAD
1559,94,Curso de Formação de Professores para Educação Profissional/Ead/São Lourenço do Sul/RS,Graduação,Licenciatura,EAD
1874,82,Física - Licenciatura/Distância/Cachoeira do Sul/RS,Graduação,Licenciatura,EAD
1667,78,Licenc. Letras Espanhol - Literaturas/Distância/Encantado/RS,Graduação,Licenciatura,EAD
1684,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Santa Maria/RS,Especialização,Especialização,EAD
1689,91,PG-E em Ensino de Sociologia no Ensino Médio/EAD/Palmeira das Missões/RS,Especialização,Especialização,EAD
1763,94,Curso de Formação de Professores para Educação Profissional/Ead/Três de Maio/RS,Graduação,Licenciatura,EAD
1258,91,Licenciatura Sociologia/Distância/Santana do Livramento/RS,Graduação,Licenciatura,EAD
1345,2732,CTISM - Automação Industrial/Distância/Santo Antônio da Patrulha/RS,Pós-Médio,Técnico,EAD
1356,78,Licenc. Letras Espanhol - Literaturas/Distância/Jales/SP,Graduação,Licenciatura,EAD
1442,88,Residência Médica - Radioterapia,Residencia Médica,Especialização,Presencial
1461,94,Educação Especial - Licenciatura/Distância/Sobradinho/RS,Graduação,Licenciatura,EAD
1159,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Governador,Especialização,Especialização,EAD
2388,94,Espec. Gestão Educacional/EAD/São Sepé/RS,Especialização,Especialização,EAD
2405,88,Residência Médica - Oncologia Clínica,Residencia Médica,Especialização,Presencial
2443,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Cerro Largo/RS,Especialização,Especialização,EAD
2444,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Esteio/RS,Especialização,Especialização,EAD
2445,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Sapiranga/RS,Especialização,Especialização,EAD
2432,91,PG-E em Ciência de Dados na Administração Pública/EAD/Esteio/RS,Especialização,Especialização,EAD
2438,91,PG-E em Ciência de Dados na Administração Pública/EAD/Foz do Iguaçu/PR,Especialização,Especialização,EAD
2440,91,PG-E em Ciência de Dados na Administração Pública/EAD/Rosário do Sul/RS,Especialização,Especialização,EAD
1162,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Teófilo Otoni,Especialização,Especialização,EAD
1168,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Gravataí/RS,Especialização,Especialização,EAD
1255,94,Programa Especial de Graduação de Formação de Professores para a Educação Profissional,Graduação,Licenciatura,Presencial
980,82,Meteorologia - Bacharelado,Graduação,Bacharelado,Presencial
985,82,Matemática - Bacharelado,Graduação,Bacharelado,Presencial
1150,2712,Técnico em Agroindústria - Pós-Médio,Pós-Médio,Técnico,Presencial
1371,91,"PG-E Sociedade, Violência e Juventude em Risco",Especialização,Especialização,Presencial
800,117,Engenharia Civil,Graduação,Bacharelado,Presencial
826,78,Desenho Industrial - Habilitação Programação Visual,Graduação,Bacharelado,Presencial
1246,85,Curso Superior de Tecnologia em Agronegócio,Graduação,Tecnológico,Presencial
2024,4634,Licenciatura em Educação Indígena/Distância/Tapejara/RS,Graduação,Licenciatura,EAD
1397,2712,Técnico em Meio Ambiente,Pós-Médio,Técnico,Presencial
1063,2732,Ensino Médio - Integrado à Eletrotécnica,Ensino Médio,Técnico,Presencial
2194,82,Física - Licenciatura/Distância/Gramado/RS,Graduação,Licenciatura,EAD
2207,88,Residência Médica - Geriatria,Residencia Médica,Especialização,Presencial
1728,78,Letras - Português e Literaturas/Distância/São Francisco de Paula/RS,Graduação,Licenciatura,EAD
1803,91,PG Espec. em Gestão em Arquivos/EAD/São Francico de Paula/RS,Especialização,Especialização,EAD
1820,94,Espec. Gestão Educacional/EAD/São Lourenço do Sul/RS,Especialização,Especialização,EAD
1809,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Tio Hugo/RS,Especialização,Especialização,EAD
2441,91,PG-E em Ciência de Dados na Administração Pública/EAD/Santana da Boa Vista/RS,Especialização,Especialização,EAD
2442,91,PG-E em Ciência de Dados na Administração Pública/EAD/São João do Polêsine/RS,Especialização,Especialização,EAD
2426,94,PG-E de Gestão Pública na Educação Infantil e Docência/EAD/Tapejara/RS,Especialização,Especialização,EAD
2427,94,PG-E de Gestão Pública na Educação Infantil e Docência/EAD/Sobradinho/RS,Especialização,Especialização,EAD
2428,94,PG-E de Gestão Pública na Educação Infantil e Docência/EAD/Três de Maio/RS,Especialização,Especialização,EAD
2429,94,PG-E de Gestão Pública na Educação Infantil e Docência/EAD/Santana do Livramento/RS,Especialização,Especialização,EAD
2430,94,PG-E de Gestão Pública na Educação Infantil e Docência/EAD/Três Passos/RS,Especialização,Especialização,EAD
2510,117,Curso de Engenharia Ambiental e Sanitária,Graduação,Bacharelado,Presencial
1235,4564,Curso de Nutrição/PM,Graduação,Bacharelado,Presencial
1378,4564,Administração Pública Bacharelado/EAD/Santana do Livramento/RS,Graduação,Bacharelado,EAD
1420,91,Curso de Bacharelado em Administração,Graduação,Bacharelado,Presencial
1894,94,Curso de Formação de Professores para Educação Profissional/Ead/Agudo/RS,Graduação,Licenciatura,EAD
1098,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/São João do Polêsine/RS,Especialização,Especialização,EAD
1571,117,PG-E Educação Ambiental/Distância/Pólo Constantina,Especialização,Especialização,EAD
1614,2712,Curso de Desenhista de Produtos Gráficos Web,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1625,85,Tec. Agric. Familiar Sustentabilidade/Distância/Sarandi/RS,Graduação,Tecnológico,EAD
1603,2712,Curso de Açougueiro,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
2184,4634,Licenciatura em Computação/EAD/Constantina/RS,Graduação,Licenciatura,EAD
1588,94,Espec. Gestão Educacional/EAD/Cacequi/RS,Especialização,Especialização,EAD
1593,117,PG-E Eficiência Energética Aplicada aos Processos Produtivos/EAD/Vila Flores/RS,Especialização,Especialização,EAD
1709,2732,CTISM - Mecânica/Distância/São Francisco de Paula/RS,Pós-Médio,Técnico,EAD
1225,2732,CTISM - Automação Industrial/Distância/São Borja/RS,Pós-Médio,Técnico,EAD
1214,2732,Curso Superior de Tecnologia em Fabricação Mecânica,Graduação,Tecnológico,Presencial
1193,2712,Curso Superior de Tecnologia em Sistemas de Internet,Graduação,Tecnológico,Presencial
1203,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Sobradinho/RS,Especialização,Especialização,EAD
1505,94,Espec. Gestão Educacional/EAD/Sapiranga/RS,Especialização,Especialização,EAD
922,205,Aluno Especial de Pós-Graduação,Aluno Especial de Pós-Graduação,Formação Especial,Apenas para vinculo dos alunos
992,78,Música - Bacharelado Trombone,Graduação,Bacharelado,Presencial
1095,78,Letras - Português e Literaturas/Distância/São Lourenço do Sul/RS,Graduação,Licenciatura,EAD
1085,94,Pedagogia/Distância/Cruz Alta/RS,Graduação,Licenciatura,EAD
1104,94,Espec. Gestão Educacional/EAD/Palmas/TO,Especialização,Especialização,EAD
1582,78,Letras - Português e Literaturas/Distância/Vila Flores/RS,Graduação,Licenciatura,EAD
793,91,PG-E História do Brasil,Especialização,Especialização,Presencial
709,85,Engenharia Florestal,Graduação,Bacharelado,Presencial
1696,78,Desenho Industrial - Bacharelado,Graduação,Bacharelado,Presencial
1391,78,Música e Tecnologia - Bacharelado,Graduação,Bacharelado,Presencial
690,82,Geografia - Licenciatura Plena,Graduação,Licenciatura,Presencial
680,82,Física - Bacharelado,Graduação,Bacharelado,Presencial
722,91,Ciências Contábeis - Noturno,Graduação,Bacharelado,Presencial
1188,94,Licenciatura em Educação Especial - Noturno,Graduação,Licenciatura,Presencial
1220,117,PG-E Mídias na Educação/EAD/Santa Maria/RS,Especialização,Especialização,EAD
1714,2712,CPOL - Curso Técnico em Fruticultura/Distância/Santa Maria/RS,Pós-Médio,Técnico,EAD
1727,78,Letras - Português e Literaturas/Distância/Balneário Pinhal/RS,Graduação,Licenciatura,EAD
1795,88,Residência Médica - Ultrassonografia em Ginecologia e Obstetrícia,Residencia Médica,Especialização,Presencial
1812,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Novo Hamburgo/RS,Especialização,Especialização,EAD
2385,91,PG-Lato Sensu Gestão Pública/Distância/Candelária/RS,Especialização,Especialização,EAD
1817,91,PG-E em Ensino de Sociologia no Ensino Médio/EAD/Tio Hugo/RS,Especialização,Especialização,EAD
1383,4564,Administração Pública Bacharelado/EAD/Tio Hugo/RS,Graduação,Bacharelado,EAD
1534,4564,Administração Pública Bacharelado/EAD/São Sepé /RS,Graduação,Bacharelado,EAD
1243,2712,Curso Superior de Tecnologia em Gestão Ambiental,Graduação,Tecnológico,Presencial
1804,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Constantina/RS,Especialização,Especialização,EAD
1902,2712,Técnico em Agricultura,Pós-Médio,Técnico,Presencial
1228,117,PG-E Educação Ambiental/Distância/Pólo Agudo,Especialização,Especialização,EAD
1617,78,Música Bacharelado - Tuba,Graduação,Bacharelado,Presencial
1628,78,PG-E Design de Superfície,Especialização,Especialização,Presencial
1574,2712,Curso de Padeiro,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,Presencial
1585,78,Licenc. Letras Espanhol - Literaturas/Distância/Santa Maria/RS,Graduação,Licenciatura,EAD
1596,97,PG-E Educação Física Infantil e Anos Iniciais/EAD/Quaraí/RS,Especialização,Especialização,EAD
2189,94,Educação Especial - Licenciatura/Distância/Cachoeira do Sul /RS,Graduação,Licenciatura,EAD
1704,2732,CTISM - Informática para Internet/Distância/Santa Maria/RS,Pós-Médio,Técnico,EAD
672,2712,Ensino Médio,Ensino Médio,Ensino Médio,Presencial
730,91,Comunicação Social - Relações Públicas,Graduação,Bacharelado,Presencial
1386,117,PG-E Mídias na Educação/EAD/Panambi/RS,Especialização,Especialização,EAD
1392,2732,CTISM - Automação Industrial/Distância/Santana do Livramento/RS,Pós-Médio,Técnico,EAD
1412,91,PG Espec. em Gestão em Arquivos/EAD/Sapucaia do Sul/RS,Especialização,Especialização,EAD
2305,94,Licenciatura em Ciências da Religião,Graduação,Licenciatura,EAD
1417,91,Licenciatura Sociologia/Distância/Quaraí/RS,Graduação,Licenciatura,EAD
1427,2732,CTISM - Automação Industrial/Distância/São João do Polêsine/RS,Pós-Médio,Técnico,EAD
1077,85,Tec. Agric. Familiar Sustentabilidade/Distância/Constantina/RS,Graduação,Tecnológico,EAD
1080,85,Tec. Agric. Familiar Sustentabilidade/Distância/S.Livramento/RS,Graduação,Tecnológico,EAD
1103,94,Espec. Gestão Educacional/EAD/Cruzeiro do Oeste/PR,Especialização,Especialização,EAD
1112,82,Licenciatura em Geografia/Distância/Santa Maria/RS,Graduação,Licenciatura,EAD
1217,117,Curso de Engenharia Acústica,Graduação,Bacharelado,Presencial
1701,2732,CTISM - Segurança do Trabalho/Distância/Restinga Sêca/RS,Pós-Médio,Técnico,EAD
779,88,Residência Médica - Cirurgia,Residencia Médica,Especialização,Presencial
1405,97,"PG-E Pesquisa em Movimento Humano, Sociedade e Cultura",Outras Residências,Especialização,Presencial
997,78,Música - Bacharelado Violino,Graduação,Bacharelado,Presencial
685,82,Matemática - Licenciatura Plena - Noturno,Graduação,Licenciatura,Presencial
695,117,Engenharia Elétrica,Graduação,Bacharelado,Presencial
698,117,Engenharia Mecânica,Graduação,Bacharelado,Presencial
1206,78,Letras - Português e Literaturas/Distância/Cerro Largo/RS,Graduação,Licenciatura,EAD
1211,78,Letras - Português e Literaturas/Distância/Tapejara/RS,Graduação,Licenciatura,EAD
2093,88,Residência Médica - Administração em Saúde,Residencia Médica,Especialização,Presencial
2211,91,PG-Lato Sensu Gestão Pública Municipal/Distância/Serafina Corrêa,Especialização,Especialização,EAD
2364,2712,Técnico em Comércio,Pós-Médio,Técnico,Presencial
1850,2712,Técnico em Zootecnia,Pós-Médio,Técnico,Presencial
1879,4634,Licenciatura em Computação/EAD/Três Passos/RS,Graduação,Licenciatura,EAD
1837,4634,Relações Públicas Bacharelado/FW,Graduação,Bacharelado,Presencial
1541,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Santa Maria/RS,Especialização,Especialização,EAD
1544,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Restinga Sêca/RS,Especialização,Especialização,EAD
1869,85,Licenciatura em Educação do Campo/Distância/São Sepé/RS,Graduação,Licenciatura,EAD
1882,91,Licenciatura Sociologia/Distância/Faxinal do Soturno/RS,Graduação,Licenciatura,EAD
1972,85,Licenciatura em Educação do Campo/Distância/Balneário Pinhal/RS,Graduação,Licenciatura,EAD
1955,94,Pedagogia-Licenciatura/Distância/Santana da Boa Vista/RS,Graduação,Licenciatura,EAD
1675,4051,Engenharia Agrícola,Graduação,Bacharelado,Presencial
1670,4051,Engenharia Elétrica,Graduação,Bacharelado,Presencial
1681,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Palmeira das Missões/RS,Especialização,Especialização,EAD
1766,2732,Inglês/Sem Fronteiras/CTISM,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
1771,2732,Espanhol/Sem Fronteiras/CTISM,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
1777,82,Geografia Licenciatura -EaD-UAB/Serefina Corrêa/RS,Graduação,Licenciatura,EAD
1824,78,Espec. Tec. da Inf. e da Com. Aplicadas Educação/EAD/Vila Flores/RS,Especialização,Especialização,EAD
1847,2732,Espanhol/Sem Fronteiras/Cruz Alta,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
1374,88,Residência Médica - Medicina Intensiva,Residencia Médica,Especialização,Presencial
1450,88,Residência Médica - R4 - Psicoterapia,Residencia Médica,Especialização,Presencial
2306,94,Licenciatura em Ciências da Religião,Graduação,Licenciatura,EAD
1469,94,Educação Especial - Licenciatura/PARFOR/Distância/Balneário Pinhal/RS,Graduação,Licenciatura,EAD
1479,85,PG-E Residência Profissional da Saúde-Medicina Veterinária: Medicina Veterinária Preventiva,Residencia Médica,Especialização,Presencial
1501,91,PG Espec. em Gestão em Arquivos/EAD/São Sepé/RS,Especialização,Especialização,EAD
1637,2732,CTISM - Automação Industrial Subsequente - Noturno,Pós-Médio,Técnico,Presencial
1567,117,PG-E Mídias na Educação/EAD/Três Passos/RS,Especialização,Especialização,EAD
1650,94,PG-Lato  Sensu em Gestão da Educação Municipal/EAD/Santa Maria/RS,Especialização,Especialização,EAD
1173,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Polo Santa Maria/RS,Especialização,Especialização,EAD
1176,78,Música - Bacharelado - Composição,Graduação,Bacharelado,Presencial
1316,91,PG-Lato Sensu Gestão Pública/Distância/Tapejara/RS,Especialização,Especialização,EAD
1250,117,Bacharelado em Sistemas de Informação,Graduação,Bacharelado,Presencial
1321,91,PG-Lato Sensu Gestão Pública Municipal/Distância/Restinga Sêca/RS,Especialização,Especialização,EAD
1788,88,Residência Médica - Medicina de Urgência,Residencia Médica,Especialização,Presencial
1640,117,PG-E Educação Ambiental/Distância/Polo Palmeira das Missões,Especialização,Especialização,EAD
1353,94,Pedagogia/Distância/Agudo/RS,Graduação,Licenciatura,EAD
1363,94,Educação Especial - Licenciatura/Distância/Cruzeiro do Oeste/PR,Graduação,Licenciatura,EAD
1482,2732,CTISM - Segurança do Trabalho/Distância/Santana do Livramento/RS,Pós-Médio,Técnico,EAD
1046,91,Comunicação Social - Jornalismo,Graduação,Bacharelado,Presencial
1132,85,Tec. Agric. Familiar Sustentabilidade/Distância/Jales/SP,Graduação,Tecnológico,EAD
1154,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Palmas/TO,Especialização,Especialização,EAD
1167,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Encruzilhada,Especialização,Especialização,EAD
850,88,Residência Médica - Infectologia,Residencia Médica,Especialização,Presencial
966,91,Ciências Contábeis - Diurno,Graduação,Bacharelado,Presencial
971,78,Letras - Lic.- Hab. Espanhol e Literaturas Língua Espanhola,Graduação,Licenciatura,Presencial
1342,78,Música Bacharelado - Oboé,Graduação,Bacharelado,Presencial
1147,2712,Técnico Agrícola Habilitação em Agropecuária - Pós-Médio,Pós-Médio,Técnico,Presencial
761,94,PG-E Educação Ambiental,Especialização,Especialização,Presencial
837,78,Artes Cênicas - Bacharelado,Graduação,ABI,Presencial
1988,85,Licenciatura em Educação do Campo/Distância/Sobradinho/RS,Graduação,Licenciatura,EAD
2119,88,Residência Médica - Cirúrgica Básica,Residencia Médica,Especialização,Presencial
834,82,PG-E Estatística e Modelagem Quantitativa,Especialização,Especialização,Presencial
972,78,Artes Visuais - Licenciatura Plena em Desenho e Plástica,Graduação,Licenciatura,Presencial
1831,78,Letras - Português e Literaturas/Distância/Encantado/RS,Graduação,Licenciatura,EAD
1834,94,Pedagogia-Licenciatura/Distância/Jacuizinho/RS,Graduação,Licenciatura,EAD
1840,94,Pedagogia-Licenciatura/Distância/Novo Hamburgo/RS,Graduação,Licenciatura,EAD
1364,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Constantina/RS,Especialização,Especialização,EAD
1369,4564,PG-E Gestão de Organização Pública em Saúde/EAD/Tio Hugo/RS,Especialização,Especialização,EAD
1863,94,Licenciatura em Ciências da Religião/EAD/Cacequi/RS,Graduação,Licenciatura,EAD
1872,85,Licenciatura em Educação do Campo/Distância/Agudo/RS,Graduação,Licenciatura,EAD
1885,78,Letras - Português e Literaturas/Distância/Gramado/RS,Graduação,Licenciatura,EAD
1560,94,Curso de Formação de Professores para Educação Profissional/Ead/Tapejara/RS,Graduação,Licenciatura,EAD
1647,94,Educação Especial - Licenciatura/Distância/Vila Flores/RS,Graduação,Licenciatura,EAD
1787,88,Residência Médica - Cirurgia de Cabeça e Pescoço,Residencia Médica,Especialização,Presencial
1686,91,PG-E em Ensino de Filosofia no Ensino Médio/EAD/Três de Maio/RS,Especialização,Especialização,EAD
1691,91,PG-E em Ensino de Sociologia no Ensino Médio/EAD/Jaguarão/RS,Especialização,Especialização,EAD
1866,4634,Licenciatura em Computação/EAD/Frederico Westphalen/RS,Graduação,Licenciatura,EAD
1772,2732,Espanhol/Sem Fronteiras/Politécnico,FIC - Formação Inicial e Continuada,Formação Inicial e Continuada,EAD
929,2732,CTISM - Segurança do Trabalho - Noturno,Pós-Médio,Técnico,Presencial
1453,88,Residência Médica - R3 - Nefrologia - Ano Opcional I,Residencia Médica,Especialização,Presencial
1463,78,Licenc. Letras Espanhol - Literaturas/Distância/Vila Flores,Graduação,Licenciatura,EAD
1472,78,Licenc. Letras Espanhol - Literaturas/Distância/Sobradinho/RS,Graduação,Licenciatura,EAD
1538,91,PG-Lato Sensu Gestão Pública Municipal/Distância/Cachoeira do Sul/RS,Especialização,Especialização,EAD
1653,85,PG-E Residência Profissional da Saúde-Medicina Veterinária: Medicina Veterinária Preventiva: Análises Micotoxicológicas e Patologia Aviária,Outras Residências,Especialização,Presencial
1634,2712,Técnico em Informática-Turno Noite-Pós-Médio,Pós-Médio,Técnico,Presencial
1557,94,Curso de Formação de Professores para Educação Profissional/Ead/Novo Hamburgo/RS,Graduação,Licenciatura,EAD
1137,78,Licenc. Letras Espanhol - Literaturas/Distância/Quaraí/RS,Graduação,Licenciatura,EAD
1157,94,Esp. Educ. Esp. Déficit Cognitivo e Educ. Surdos/EAD/Conselheiro,Especialização,Especialização,EAD
