id_unidade_sie,nome_unidade,cod_estruturado,id_centro_sie,id_tipo_unidade,id_situacao_unidade
7136,Programa de Residência Uniprofissional em Medicina Veterinária - Clínica Médica de Pequenos Animais,03.10.18.19.0.2,85,5,5
7139,Programa de Residência Uniprofissional em Medicina Veterinária - Clínica Médica e Cirúrgica de Grandes Animais,03.10.18.19.0.5,85,5,5
7135,Programa de Residência Uniprofissional em Medicina Veterinária - Diagnóstico por Imagem em Medicina Veterinária,03.10.18.19.0.1,85,5,5
7137,Programa de Residência Uniprofissional em Medicina Veterinária - Medicina Veterinária Preventiva,03.10.18.19.0.3,85,5,5
7138,Programa de Residência Uniprofissional em Medicina Veterinária - Patologia Clínica Veterinária,03.10.18.19.0.4,85,5,5
4095,Programa Residência em Área Profissional da Saúde-Medicina Veterinária: Clínica de Grandes Animais: Ênfase em Clínica de Equinos,03.10.18.11.0.0,85,5,5
4094,Programa Residência em Área Profissional da Saúde-Medicina Veterinária: Clínica de Grandes Animais: Ênfase em Clínica de Ruminantes,03.10.18.10.0.0,85,5,5
4100,Programa Residência em Área Profissional da Saúde-Medicina Veterinária: Ênfase em Anestesiologia Veterinária,03.10.18.09.0.0,85,5,5
4900,Residência em Área Profissional da Saúde - Medicina Veterinária,03.10.18.07.0.0,85,5,5
1523,Zootecnia,03.09.04.01.0.0,85,5,5
5399,Enfermagem,04.09.07.01.0.0,88,5,5
6999,Especialização em Práticas Integrativas e Complementares no Cuidado em Saúde - EAD/Uab/Cruz Alta/RS,04.10.30.06.0.0,88,5,5
7002,Especialização em Práticas Integrativas e Complementares no Cuidado em Saúde - EAD/Uab/Panambi/RS,04.10.30.08.0.0,88,5,5
7000,Especialização em Práticas Integrativas e Complementares no Cuidado em Saúde - EAD/Uab/São João do Polêsine/RS,04.10.30.07.0.0,88,5,5
6953,Especialização em Práticas Integrativas e Complementares no Cuidado em Saúde - EAD/Uab/Serafina Corrêa/RS,04.10.30.03.0.0,88,5,5
6956,Especialização em Práticas Integrativas e Complementares no Cuidado em Saúde - EAD/Uab/Uruguaiana/RS,04.10.30.05.0.0,88,5,5
5433,Farmácia,04.09.08.05.0.0,88,5,5
1550,Fisioterapia,04.09.03.01.0.0,88,5,5
1551,Fonoaudiologia,04.09.04.01.0.0,88,5,5
1462,Medicina,04.09.05.01.0.0,88,5,5
6654,Nutrição,04.09.10.01.0.0,88,5,5
1512,Odontologia,04.09.06.01.0.0,88,5,5
3050,Pg Distúrbios da Comunicação Humana - Doutorado,04.10.17.01.0.0,88,5,5
3929,Pg Distúrbios da Comunicação Humana - Mestrado,04.10.17.02.0.0,88,5,5
6981,Pg em Ciências Biológicas: Farmacologia - Doutorado,04.10.31.02.0.0,88,5,5
6980,Pg em Ciências Biológicas: Farmacologia - Mestrado,04.10.31.01.0.0,88,5,5
3199,Pg em Ciências Farmacêuticas - Doutorado,04.10.14.02.0.0,88,5,5
1774,Pg em Ciências Farmacêuticas - Mestrado,04.10.14.01.0.0,88,5,5
3618,Pg em Ciências Odontológicas - Doutorado,04.10.20.02.0.0,88,5,5
2344,Pg em Ciências Odontológicas - Mestrado,04.10.20.01.0.0,88,5,5
6887,Pg em Saúde Coletiva - Mestrado,04.10.29.01.0.0,88,5,5
3964,Pg-D em Enfermagem,04.10.19.02.0.0,88,5,5
3105,Pg-E em Reabilitação Físico-Motora,04.10.24.01.0.0,88,5,5
2206,Pg-M em Enfermagem,04.10.19.01.0.0,88,5,5
3103,Pg-Mestrado Profissional em Ciências da Saúde,04.10.23.01.0.0,88,5,5
7052,Programa de Residência Multiprofissional em Atenção à Saúde da Mulher e da Criança,04.10.28.09.0.0,88,5,5
7054,Programa de Residência Multiprofissional em Atenção à Saúde Mental,04.10.28.11.0.0,88,5,5
7050,Programa de Residência Multiprofissional em Onco-Hematologia,04.10.28.08.0.0,88,5,5
7048,Programa de Residência Multiprofissional em Saúde da Família,04.10.28.06.0.0,88,5,5
7053,Programa de Residência Multiprofissional em Saúde do Adulto com Ênfase em Doenças Crônico Degenerativas,04.10.28.10.0.0,88,5,5
7049,Programa de Residência Multiprofissional em Vigilância em Saúde,04.10.28.07.0.0,88,5,5
5486,Programa de Residência Multiprofissional Integrada em Gestão e Atenção Hospitalar no Sistema Público Saúde - Especialização,04.10.28.04.0.0,88,5,5
5489,Programa de Residência Multiprofissional Integrada em Saúde Mental no Sistema Público de Saúde - Especialização,04.10.28.05.0.0,88,5,5
4899,Residência Médica,04.10.02.54.0.0,88,5,5
1552,Residência Médica - Oncologia,04.10.02.01.0.0,88,5,5
5660,Residência Médica - Administração em Saúde,04.10.02.57.0.0,88,5,5
1555,Residência Médica - Anatomia Patológica,04.10.02.04.0.0,88,5,5
1556,Residência Médica - Anestesiologia,04.10.02.05.0.0,88,5,5
1728,Residência Médica - Cancerologia,04.10.02.15.0.0,88,5,5
1896,Residência Médica - Cancerologia Pediátrica,04.10.02.17.0.0,88,5,5
2409,Residência Médica - Cardiologia,04.10.02.19.0.0,88,5,5
1562,Residência Médica - Cirurgia,04.10.02.11.0.0,88,5,5
4125,Residência Médica - Cirurgia de Cabeça e Pescoço,04.10.02.45.0.0,88,5,5
2410,Residência Médica - Cirurgia do Aparelho Digestivo,04.10.02.20.0.0,88,5,5
4124,Residência Médica - Cirurgia Torácica,04.10.02.44.0.0,88,5,5
4318,Residência Médica - Cirurgia Vascular,04.10.02.47.0.0,88,5,5
5683,Residência Médica - Cirúrgica Básica,04.10.02.59.0.0,88,5,5
1563,Residência Médica - Clínica Médica,04.10.02.12.0.0,88,5,5
4319,Residência Médica - Coloproctologia,04.10.02.48.0.0,88,5,5
2913,Residência Médica - Dermatologia,04.10.02.23.0.0,88,5,5
1557,Residência Médica - Gastroenterologia,04.10.02.06.0.0,88,5,5
5656,Residência Médica - Gastroenterologia Pediátrica,04.10.02.56.0.0,88,5,5
6069,Residência Médica - Geriatria,04.10.02.60.0.0,88,5,5
1558,Residência Médica - Ginecologia e Obstetricia,04.10.02.07.0.0,88,5,5
4505,Residência Médica - Hematologia e Hemoterapia,04.10.02.53.0.0,88,5,5
1616,Residência Médica - Infectologia,04.10.02.13.0.0,88,5,5
4121,Residência Médica - Infectologia Hospitalar,04.10.02.43.0.0,88,5,5
3151,Residência Médica - Mastologia,04.10.02.28.0.0,88,5,5
5665,Residência Médica - Medicina de Emergência,04.10.02.58.0.0,88,5,5
2494,Residência Médica - Medicina de Família e Comunidade,04.10.02.21.0.0,88,5,5
4317,Residência Médica - Medicina de Urgência,04.10.02.46.0.0,88,5,5
3022,Residência Médica - Medicina Intensiva,04.10.02.26.0.0,88,5,5
2240,Residência Médica - Medicina Intensiva Pediátrica,04.10.02.18.0.0,88,5,5
3191,Residência Médica - Medicina Intensiva Pediátrica,04.10.02.34.0.0,88,5,5
1553,Residência Médica - Nefrologia,04.10.02.02.0.0,88,5,5
3193,Residência Médica - Neonatologia,04.10.02.36.0.0,88,5,5
3194,Residência Médica - Neurologia Pediátrica,04.10.02.37.0.0,88,5,5
4504,Residência Médica - Nutrição Parenteral e Enteral Pediátrica,04.10.02.52.0.0,88,5,5
6682,Residência Médica - Oncologia Clínica,04.10.02.62.0.0,88,5,5
6681,Residência Médica - Oncologia Pediátrica,04.10.02.61.0.0,88,5,5
2495,Residência Médica - Ortopedia e Traumatologia,04.10.02.22.0.0,88,5,5
4320,Residência Médica - Otorrinolaringologia,04.10.02.49.0.0,88,5,5
1727,Residência Médica - Patologia,04.10.02.14.0.0,88,5,5
1560,Residência Médica - Pediatria,04.10.02.09.0.0,88,5,5
1554,Residência Médica - Pneumologia,04.10.02.03.0.0,88,5,5
5649,Residência Médica - Pneumologia Pediátrica,04.10.02.55.0.0,88,5,5
1559,Residência Médica - Psiquiatria,04.10.02.08.0.0,88,5,5
1777,Residência Médica - R3,04.10.02.16.0.0,88,5,5
3196,Residência Médica - R3 - Clínica Médica - Ano Opcional I,04.10.02.39.0.0,88,5,5
3188,Residência Médica - R3 - Endoscopia Digestiva,04.10.02.31.0.0,88,5,5
3189,Residência Médica - R3 - Endoscopia Respiratória,04.10.02.32.0.0,88,5,5
3197,Residência Médica - R3 - Infectologia - Ano Opcional I,04.10.02.40.0.0,88,5,5
3190,Residência Médica - R3 - Infectologia Pediátrica,04.10.02.33.0.0,88,5,5
6869,Residência Médica - R3 - Medicina de Família e Comunidade - Ano Opcional,04.10.02.63.0.0,88,5,5
3198,Residência Médica - R3 - Nefrologia - Ano Opcional I,04.10.02.41.0.0,88,5,5
3192,Residência Médica - R4 - Medicina Fetal,04.10.02.35.0.0,88,5,5
3195,Residência Médica - R4 - Psicoterapia,04.10.02.38.0.0,88,5,5
1561,Residência Médica - Radiologia,04.10.02.10.0.0,88,5,5
2915,Residência Médica - Radiologia e Diagnóstico por Imagem,04.10.02.25.0.0,88,5,5
3130,Residência Médica - Radioterapia,04.10.02.27.0.0,88,5,5
4503,Residência Médica - Transplante de Medula Óssea,04.10.02.51.0.0,88,5,5
4355,Residência Médica - Ultrassonografia em Ginecologia e Obstetrícia,04.10.02.50.0.0,88,5,5
3585,Residência Médica - Urologia,04.10.02.42.0.0,88,5,5
3153,Residência Médica R3 - Cirurgia do Trauma,04.10.02.29.0.0,88,5,5
3154,Residência Médica R3 - Ecocardiografia,04.10.02.30.0.0,88,5,5
2548,Terapia Ocupacional,04.09.09.01.0.0,88,5,5
1471,Administração - Diurno,06.09.01.01.0.0,91,5,5
3606,Administração - Noturno,06.09.25.01.0.0,91,5,5
1485,Arquivologia,06.09.02.01.0.0,91,5,5
2426,Bacharelado em Filosofia - Noturno,06.09.15.01.0.0,91,5,5
1771,Ciências Contábeis - Diurno,06.09.03.03.0.0,91,5,5
1474,Ciências Contábeis - Noturno,06.09.03.01.0.0,91,5,5
1479,Ciências Econômicas - Diurno,06.09.06.02.0.0,91,5,5
1478,Ciências Econômicas - Noturno,06.09.06.01.0.0,91,5,5
1493,Ciências Sociais - Bacharelado,06.09.13.01.0.0,91,5,5
3018,Comunicação Social - Jornalismo,06.09.22.01.0.0,91,5,5
2682,Comunicação Social - Produção Editorial,06.09.19.01.0.0,91,5,5
3016,Comunicação Social - Publicidade e Propaganda,06.09.21.01.0.0,91,5,5
3021,Comunicação Social - Relações Públicas,06.09.23.01.0.0,91,5,5
4810,Curso de Bacharelado em Administração,06.09.29.01.0.0,91,5,5
4808,Curso Superior de Tecnologia em Gestão de Turismo,06.09.28.01.0.0,91,5,5
3780,Direito - Noturno,06.09.26.01.0.0,91,5,5
1476,Direito Diurno,06.09.05.01.0.0,91,5,5
1428,Filosofia - Licenciatura Plena,06.09.07.01.0.0,91,5,5
7188,Filosofia - Licenciatura Plena - Prilei,06.09.31.01.0.0,91,5,5
4872,História Bacharelado,06.09.10.01.0.0,91,5,5
4874,História Licenciatura,06.09.11.01.0.0,91,5,5
7186,História Licenciatura - Prilei,06.09.30.01.0.0,91,5,5
3925,Licenciatura em Ciências Sociais,06.09.27.01.0.0,91,5,5
4842,Licenciatura Sociologia/Distância/Faxinal do Soturno/RS,06.09.18.09.0.0,91,5,5
4843,Licenciatura Sociologia/Distância/Gramado/RS,06.09.18.10.0.0,91,5,5
4844,Licenciatura Sociologia/Distância/Jaquirana/RS,06.09.18.11.0.0,91,5,5
4845,Licenciatura Sociologia/Distância/Mostardas/RS,06.09.18.12.0.0,91,5,5
3223,Pg - Administração - Doutorado,06.10.43.04.0.0,91,5,5
3222,Pg - Administração - Mestrado Acadêmico,06.10.43.03.0.0,91,5,5
3228,Pg - Comunicação - Doutorado,06.10.35.02.0.0,91,5,5
3227,Pg - Comunicação - Mestrado Acadêmico,06.10.35.01.0.0,91,5,5
6814,Pg - Direito - Doutorado,06.10.36.02.0.0,91,5,5
5173,Pg - Psicologia - Doutorado Acadêmico,06.10.39.02.0.0,91,5,5
4647,Pg - Psicologia - Mestrado Acadêmico,06.10.39.01.0.0,91,5,5
5166,Pg - Relações Internacionais - Mestrado Acadêmico,06.10.06.01.0.0,91,5,5
6911,Pg Administração e Ciências Contábeis - Doutorado,06.10.43.02.0.0,91,5,5
6910,Pg Administração e Ciências Contábeis - Mestrado,06.10.43.01.0.0,91,5,5
5605,Pg em Administração Pública - Mestrado Acadêmico,06.00.01.01.0.0,91,5,5
5974,Pg em Ciências Contábeis - Mestrado Acadêmico,06.10.43.05.0.0,91,5,5
5126,Pg em Ciências Sociais - Doutorado,06.10.26.02.0.0,91,5,5
2346,Pg em Ciências Sociais - Mestrado,06.10.26.01.0.0,91,5,5
7004,Pg em Economia e Desenvolvimento - Doutorado Acadêmico,06.10.33.02.0.0,91,5,5
3097,Pg em Economia e Desenvolvimento - Mestrado Acadêmico,06.10.33.01.0.0,91,5,5
5524,Pg em Estudos de Gênero - Especialização,06.10.01.01.0.0,91,5,5
6849,Pg em Gestão de Organizações Públicas - Doutorado Profissional,06.10.40.02.0.0,91,5,5
4823,Pg em Gestão de Organizações Públicas - Mestrado Profissional,06.10.40.01.0.0,91,5,5
4331,Pg em História - Doutorado,06.10.31.02.0.0,91,5,5
3044,Pg em História - Mestrado Acadêmico,06.10.31.01.0.0,91,5,5
2244,Pg em Patrimônio Cultural - Mestrado Profissional,06.10.22.01.0.0,91,5,5
5060,Pg Especialização em Gestão de Pessoas,06.10.13.01.0.0,91,5,5
1575,Pg Filosofia - Mestrado,06.10.02.04.0.0,91,5,5
6886,Pg Serviço Social e Políticas Públicas - Mestrado,06.10.44.01.0.0,91,5,5
3345,Pg- Direito - Mestrado Acadêmico,06.10.36.01.0.0,91,5,5
6707,Pg-E em Ciência de Dados na Administração Pública/EAD/Esteio/RS,06.00.01.50.1.0,91,5,5
6708,Pg-E em Ciência de Dados na Administração Pública/EAD/Foz do Iguaçu/PR,06.00.01.50.2.0,91,5,5
6709,Pg-E em Ciência de Dados na Administração Pública/EAD/Rosário do Sul/RS,06.00.01.50.3.0,91,5,5
6710,Pg-E em Ciência de Dados na Administração Pública/EAD/Santana da Boa Vista/RS,06.00.01.50.4.0,91,5,5
6711,Pg-E em Ciência de Dados na Administração Pública/EAD/São João do Polêsine/RS,06.00.01.50.5.0,91,5,5
6690,Pg-E em Ensino de Filosofia no Ensino Médio/EAD/Cerro Largo/RS,06.10.37.10.0.0,91,5,5
4152,Pg-E em Ensino de Filosofia no Ensino Médio/EAD/Cruz Alta/RS,06.10.37.01.0.0,91,5,5
6691,Pg-E em Ensino de Filosofia no Ensino Médio/EAD/Esteio/RS,06.10.37.11.0.0,91,5,5
4403,Pg-E em Ensino de Filosofia no Ensino Médio/EAD/Novo Hamburgo/RS,06.10.37.09.0.0,91,5,5
4402,Pg-E em Ensino de Filosofia no Ensino Médio/EAD/Santana do Livramento/RS,06.10.37.08.0.0,91,5,5
6693,Pg-E em Ensino de Filosofia no Ensino Médio/EAD/Sapiranga/RS,06.10.37.13.0.0,91,5,5
6692,Pg-E em Ensino de Filosofia no Ensino Médio/EAD/Sarandi/RS,06.10.37.12.0.0,91,5,5
6039,Pg-Lato Sensu Gestão Pública Municipal/Distância/Encantado,06.10.29.09.0.0,91,5,5
6040,Pg-Lato Sensu Gestão Pública Municipal/Distância/Santana da Boa Vista,06.10.29.10.0.0,91,5,5
2674,Pg-Lato Sensu Gestão Pública Municipal/Distância/Sapucaia do Sul/RS,06.10.29.04.0.0,91,5,5
6041,Pg-Lato Sensu Gestão Pública Municipal/Distância/São João do Polêsine,06.10.29.11.0.0,91,5,5
6042,Pg-Lato Sensu Gestão Pública Municipal/Distância/Serafina Corrêa,06.10.29.12.0.0,91,5,5
6629,Pg-Lato Sensu Gestão Pública/Distância/Agudo/RS,06.10.28.14.0.0,91,5,5
6630,Pg-Lato Sensu Gestão Pública/Distância/Candelária/RS,06.10.28.15.0.0,91,5,5
2668,Pg-Lato Sensu Gestão Pública/Distância/Panambi/RS,06.10.28.05.0.0,91,5,5
2666,Pg-Lato Sensu Gestão Pública/Distância/Picada Café/RS,06.10.28.03.0.0,91,5,5
6631,Pg-Lato Sensu Gestão Pública/Distância/Santiago/RS,06.10.28.16.0.0,91,5,5
3087,Programa Pg Filosofia - Doutorado,06.10.02.06.0.0,91,5,5
3086,Programa Pg Filosofia - Mestrado,06.10.02.05.0.0,91,5,5
1492,Psicologia,06.09.12.01.0.0,91,5,5
2547,Relações Internacionais,06.09.16.01.0.0,91,5,5
2684,Serviço Social - Bacharelado (Noturno),06.09.20.01.0.0,91,5,5
4859,Curso de Formação de Professores para Educação Profissional/EAD/Agudo/RS,05.09.11.08.0.0,94,5,5
6759,Curso de Formação de Professores para Educação Profissional/EAD/Balneário Pinhal/RS,05.09.11.10.0.0,94,5,5
6966,Curso de Formação de Professores para Educação Profissional/EAD/Cachoeira do Sul/RS,05.09.11.12.0.0,94,5,5
6760,Curso de Formação de Professores para Educação Profissional/EAD/Cerro Largo/RS,05.09.11.11.0.0,94,5,5
6967,Curso de Formação de Professores para Educação Profissional/EAD/Esteio/RS,05.09.11.13.0.0,94,5,5
4860,Curso de Formação de Professores para Educação Profissional/EAD/Gramado/RS,05.09.11.09.0.0,94,5,5
3753,Curso de Formação de Professores para Educação Profissional/EAD/Novo Hamburgo/RS,05.09.11.01.0.0,94,5,5
6968,Curso de Formação de Professores para Educação Profissional/EAD/Santiago/RS,05.09.11.14.0.0,94,5,5
6969,Curso de Formação de Professores para Educação Profissional/EAD/Santo Antônio da Patrulha/RS,05.09.11.15.0.0,94,5,5
4256,Curso de Formação de Professores para Educação Profissional/EAD/Sapiranga/RS,05.09.11.06.0.0,94,5,5
7118,Curso de Formação de Professores para Educação Profissional/Semipresencial/Cachoeira do Sul/RS,05.09.16.02.0.0,94,5,5
7119,Curso de Formação de Professores para Educação Profissional/Semipresencial/Esteio/RS,05.09.16.03.0.0,94,5,5
7117,Curso de Formação de Professores para Educação Profissional/Semipresencial/Novo Hamburgo/RS,05.09.16.01.0.0,94,5,5
7120,Curso de Formação de Professores para Educação Profissional/Semipresencial/Santiago/RS,05.09.16.04.0.0,94,5,5
7121,Curso de Formação de Professores para Educação Profissional/Semipresencial/Santo Antônio da Patrulha/RS,05.09.16.05.0.0,94,5,5
1761,Educação Especial - Licenciatura Plena,05.09.01.04.0.0,94,5,5
1862,Educação Especial - Licenciatura/Distância,05.09.05.01.0.0,94,5,5
4052,Educação Especial - Licenciatura/Distância/Agudo/RS,05.09.05.09.0.0,94,5,5
6962,Educação Especial - Licenciatura/Distância/Cacequi/RS,05.09.05.25.0.0,94,5,5
5998,Educação Especial - Licenciatura/Distância/Cachoeira do Sul /RS,05.09.05.14.0.0,94,5,5
6745,Educação Especial - Licenciatura/Distância/Canguçu/RS,05.09.05.19.0.0,94,5,5
5999,Educação Especial - Licenciatura/Distância/Cerro Largo/RS,05.09.05.15.0.0,94,5,5
6000,Educação Especial - Licenciatura/Distância/Cruz Alta/RS,05.09.05.16.0.0,94,5,5
2977,Educação Especial - Licenciatura/Distância/Foz do Iguaçu/PR,05.09.05.04.0.0,94,5,5
6001,Educação Especial - Licenciatura/Distância/Gramado/RS,05.09.05.17.0.0,94,5,5
6749,Educação Especial - Licenciatura/Distância/Imbé/RS,05.09.05.23.0.0,94,5,5
3213,Educação Especial - Licenciatura/Distância/Novo Hamburgo/RS,05.09.05.07.0.0,94,5,5
6965,Educação Especial - Licenciatura/Distância/Passo Fundo/RS,05.09.05.28.0.0,94,5,5
6746,Educação Especial - Licenciatura/Distância/Quaraí/RS,05.09.05.20.0.0,94,5,5
6747,Educação Especial - Licenciatura/Distância/Rio Grande/RS,05.09.05.21.0.0,94,5,5
6748,Educação Especial - Licenciatura/Distância/Rosário do Sul/RS,05.09.05.22.0.0,94,5,5
2975,Educação Especial - Licenciatura/Distância/Santana do Livramento/RS,05.09.05.02.0.0,94,5,5
6963,Educação Especial - Licenciatura/Distância/Santiago/RS,05.09.05.26.0.0,94,5,5
4796,Educação Especial - Licenciatura/Distância/Santo Antônio da Patrulha/RS,05.09.05.13.0.0,94,5,5
6750,Educação Especial - Licenciatura/Distância/Sapiranga/RS,05.09.05.24.0.0,94,5,5
6964,Educação Especial - Licenciatura/Distância/São Gabriel/RS,05.09.05.27.0.0,94,5,5
6002,Educação Especial - Licenciatura/Distância/Tapejara/RS,05.09.05.18.0.0,94,5,5
6838,Educação Especial Inclusiva,05.09.14.01.0.0,94,5,5
7190,Educação Especial Inclusiva - Prilei,05.09.17.01.0.0,94,5,5
2455,Espec. Gestão Educacional/EAD/Agudo/RS,05.10.11.07.0.0,94,5,5
6632,Espec. Gestão Educacional/EAD/Cachoeira do Sul/RS,05.10.11.19.0.0,94,5,5
4861,Espec. Gestão Educacional/EAD/Novo Hamburgo/RS,05.10.11.18.0.0,94,5,5
4388,Espec. Gestão Educacional/EAD/Santana do Livramento/RS,05.10.11.16.0.0,94,5,5
6633,Espec. Gestão Educacional/EAD/São Sepé/RS,05.10.11.20.0.0,94,5,5
3113,Espec. Gestão Educacional/EAD/Três Passos/RS,05.10.11.10.0.0,94,5,5
3139,Especialização em Docência na Educação Infantil,05.10.15.01.0.0,94,5,5
6456,Licenciatura em Ciências da Religião/EAD/Bagé/RS,05.09.12.06.0.0,94,5,5
6457,Licenciatura em Ciências da Religião/EAD/Balneário Pinhal/RS,05.09.12.07.0.0,94,5,5
4791,Licenciatura em Ciências da Religião/EAD/Cacequi/RS,05.09.12.03.0.0,94,5,5
4793,Licenciatura em Ciências da Religião/EAD/Constantina/RS,05.09.12.05.0.0,94,5,5
6458,Licenciatura em Ciências da Religião/EAD/Cruz Alta/RS,05.09.12.08.0.0,94,5,5
4789,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,05.09.12.01.0.0,94,5,5
4792,Licenciatura em Ciências da Religião/EAD/São Francisco de Paula/RS,05.09.12.04.0.0,94,5,5
4790,Licenciatura em Ciências da Religião/EAD/São João do Polêsine/RS,05.09.12.02.0.0,94,5,5
6459,Licenciatura em Ciências da Religião/EAD/Serafina Corrêa/RS,05.09.12.09.0.0,94,5,5
6460,Licenciatura em Ciências da Religião/EAD/Tio Hugo/RS,05.09.12.10.0.0,94,5,5
6461,Licenciatura em Ciências da Religião/EAD/Vila Flores/RS,05.09.12.11.0.0,94,5,5
2428,Licenciatura em Educação Especial - Noturno,05.09.09.01.0.0,94,5,5
7111,Licenciatura em Educação Especial/Semipresencial/Agudo/RS,05.09.15.01.0.0,94,5,5
7113,Licenciatura em Educação Especial/Semipresencial/Cacequi/RS,05.09.15.03.0.0,94,5,5
7114,Licenciatura em Educação Especial/Semipresencial/Santiago/RS,05.09.15.04.0.0,94,5,5
7112,Licenciatura em Educação Especial/Semipresencial/Santo Antônio da Patrulha/RS,05.09.15.02.0.0,94,5,5
7115,Licenciatura em Educação Especial/Semipresencial/São Gabriel/RS,05.09.15.05.0.0,94,5,5
2219,Pedagogia - Licenciatura Plena Diurno,05.09.07.01.0.0,94,5,5
2217,Pedagogia - Licenciatura Plena Noturno,05.09.06.01.0.0,94,5,5
5098,Pedagogia-Licenciatura/Distância/Cachoeira do Sul/RS,05.09.08.24.0.0,94,5,5
4462,Pedagogia-Licenciatura/Distância/Cerro Largo/RS,05.09.08.19.0.0,94,5,5
4457,Pedagogia-Licenciatura/Distância/Encantado/RS,05.09.08.14.0.0,94,5,5
4458,Pedagogia-Licenciatura/Distância/Jacuizinho/RS,05.09.08.15.0.0,94,5,5
4463,Pedagogia-Licenciatura/Distância/Novo Hamburgo/RS,05.09.08.20.0.0,94,5,5
3891,Pedagogia-Licenciatura/Distância/Palmeira das Missões/RS,05.09.08.12.0.0,94,5,5
5101,Pedagogia-Licenciatura/Distância/Santana da Boa Vista/RS,05.09.08.25.0.0,94,5,5
6449,Pedagogia-Licenciatura/Distância/Santana do Livramento/RS,05.09.08.27.0.0,94,5,5
4461,Pedagogia-Licenciatura/Distância/Sapucaia do Sul/RS,05.09.08.18.0.0,94,5,5
5144,Pedagogia-Licenciatura/Distância/Sarandi/RS,05.09.08.26.0.0,94,5,5
4459,Pedagogia-Licenciatura/Distância/São Francisco de Paula/RS,05.09.08.16.0.0,94,5,5
4460,Pedagogia-Licenciatura/Distância/São Sepé/RS,05.09.08.17.0.0,94,5,5
4465,Pedagogia-Licenciatura/Distância/Seberi/RS,05.09.08.22.0.0,94,5,5
2291,Pedagogia-Licenciatura/Distância/Sobradinho/RS,05.09.08.06.0.0,94,5,5
2293,Pedagogia-Licenciatura/Distância/Tapejara/RS,05.09.08.07.0.0,94,5,5
4466,Pedagogia-Licenciatura/Distância/Tio Hugo/RS,05.09.08.23.0.0,94,5,5
2294,Pedagogia-Licenciatura/Distância/Três de Maio/RS,05.09.08.08.0.0,94,5,5
2295,Pedagogia-Licenciatura/Distância/Três Passos/RS,05.09.08.09.0.0,94,5,5
2971,Pedagogia/Distância/Agudo/RS,05.09.08.11.0.0,94,5,5
2285,Pedagogia/Distância/Cruz Alta/RS,05.09.08.01.0.0,94,5,5
2287,Pedagogia/Distância/Faxinal do Soturno/RS,05.09.08.02.0.0,94,5,5
6769,Pedagogia/Distância/Gramado/RS,05.09.08.28.0.0,94,5,5
2458,Pedagogia/Distância/Panambi/RS,05.09.08.10.0.0,94,5,5
2288,Pedagogia/Distância/Restinga Sêca/RS,05.09.08.03.0.0,94,5,5
2289,Pedagogia/Distância/Santana do Livramento/RS,05.09.08.04.0.0,94,5,5
3561,Pg - Mestrado Profissional em Tecnologias Educacionais em Rede,05.10.16.01.0.0,94,5,5
2358,Pg Educação - Doutorado,05.10.03.08.0.0,94,5,5
1603,Pg Educação - Mestrado,05.10.03.01.0.0,94,5,5
1544,Pg Educação Ambiental,05.10.20.03.0.0,94,5,5
4659,Pg em Gestão Educacional - Especialização,05.10.20.01.0.0,94,5,5
6850,Pg em História em Rede Nacional - Doutorado Profissional,05.10.18.02.0.0,94,5,5
4149,Pg em História em Rede Nacional - Mestrado Profissional,05.10.18.01.0.0,94,5,5
4658,Pg em Políticas Públicas e Gestão Educacional - Mestrado Profissional,05.10.20.02.0.0,94,5,5
6716,Pg-E de Gestão Pública na Educação Infantil e Docência/EAD/Santana do Livramento/RS,05.10.21.04.0.0,94,5,5
6714,Pg-E de Gestão Pública na Educação Infantil e Docência/EAD/Sobradinho/RS,05.10.21.02.0.0,94,5,5
6713,Pg-E de Gestão Pública na Educação Infantil e Docência/EAD/Tapejara/RS,05.10.21.01.0.0,94,5,5
6715,Pg-E de Gestão Pública na Educação Infantil e Docência/EAD/Três de Maio/RS,05.10.21.03.0.0,94,5,5
6717,Pg-E de Gestão Pública na Educação Infantil e Docência/EAD/Três Passos/RS,05.10.21.05.0.0,94,5,5
6181,Programa Especial de Graduação de Formação de Professores para a Educação Profissional,05.09.13.01.0.0,94,5,5
2591,Programa Especial de Graduação de Formação de Professores para a Educação Profissional,05.10.13.01.0.0,94,5,5
1600,Educação Física,09.09.01.01.0.0,97,5,5
3498,Educação Física - Bacharelado,09.09.03.01.0.0,97,5,5
7003,Pg - Ciências do Movimento e Reabilitação - Doutorado Acadêmico,09.10.07.02.0.0,97,5,5
6150,Pg - Ciências do Movimento e Reabilitação - Mestrado Acadêmico,09.10.07.01.0.0,97,5,5
4075,Pg - Gerontologia - Mestrado Acadêmico,09.10.06.01.0.0,97,5,5
1894,Pg-E em Educação Física Escolar,09.10.01.10.0.0,97,5,5
3098,"Pg-E Pesquisa em Movimento Humano, Sociedade e Cultura",09.10.01.11.0.0,97,5,5
1470,Arquitetura e Urbanismo,07.09.06.01.0.0,117,5,5
2546,Bacharelado em Sistemas de Informação,07.09.12.01.0.0,117,5,5
1469,Ciência da Computação - Bacharelado,07.09.05.02.0.0,117,5,5
2448,Curso de Engenharia Acústica,07.09.10.01.0.0,117,5,5
4044,Curso de Engenharia Aeroespacial,07.09.13.01.0.0,117,5,5
