id_unidade_sie,nome_unidade,cod_estruturado,id_centro_sie,id_tipo_unidade,id_situacao_unidade
3722,Patologia Cirúrgica Particular C.Custos,03.68.30.23.1.0,85,19,2
3724,Patologia Cirúrgica Pós-Graduação C.Custos,03.68.30.23.3.0,85,19,2
3659,Patologia Veterinária C.Custos,03.68.30.25.0.0,85,19,2
3662,Patologia Veterinária Graduação C.Custos,03.68.30.25.2.0,85,19,2
3660,Patologia Veterinária Particular C.Custos,03.68.30.25.1.0,85,19,2
3663,Patologia Veterinária Pós-Graduação C.Custos,03.68.30.25.3.0,85,19,2
3643,Pequenos Animais Ambulatório C.Custos,03.68.30.10.0.0,85,19,2
3690,Pequenos Animais Ambulatório Graduação C.Custos,03.68.30.10.2.0,85,19,2
3689,Pequenos Animais Ambulatório Particular C.Custos,03.68.30.10.1.0,85,19,2
3646,Pequenos Animais Internação C.Custos,03.68.30.13.0.0,85,19,2
3699,Pequenos Animais Internação Graduação C.Custos,03.68.30.13.2.0,85,19,2
3700,Pequenos Animais Internação Pós-Graduação C.Custos,03.68.30.13.3.0,85,19,2
3653,Pequenos Animais Isolamento C.Custos,03.68.30.19.0.0,85,19,2
3736,Pequenos Animais Isolamento Graduação C.Custos,03.68.30.19.2.0,85,19,2
3735,Pequenos Animais Isolamento Particular C.Custos,03.68.30.19.1.0,85,19,2
3737,Pequenos Animais Isolamento Pós-Graduação C.Custos,03.68.30.19.3.0,85,19,2
3682,Radiologia Pós-Graduação C.Custos,03.68.30.07.3.0,85,19,2
3640,Radiologia C.Custos,03.68.30.07.0.0,85,19,2
3681,Radiologia Graduação C.Custos,03.68.30.07.2.0,85,19,2
3680,Radiologia Particular C.Custos,03.68.30.07.1.0,85,19,2
3627,Serviços Administrativos C.Custos,03.68.30.01.0.0,85,19,2
3670,Técnica Cirúrgica C.Custos,03.68.30.32.0.0,85,19,2
3665,Vencidos/Perdas C.Custos,03.68.30.27.0.0,85,19,2
3628,Zeladoria C.Custos,03.68.30.02.0.0,85,19,2
5735,Cariologia,04.09.06.50.2.8,88,19,2
3978,Centro de Custos Curso de Odontologia,04.09.06.50.0.0,88,19,2
3989,Centro de Custos Depto Odontologia Restauradora,04.42.50.00.0.0,88,19,2
5925,Centros de Custos Dpto. de Estomatologia,04.34.50.00.0.0,88,19,2
5729,Cirurgia,04.09.06.50.2.2,88,19,2
3999,Clínica de Oclusão,04.42.50.11.0.0,88,19,2
3980,Clínica Integrada I,04.34.50.10.0.0,88,19,2
3981,Clínica Integrada II,04.42.50.12.0.0,88,19,2
3992,Disciplina de Prótese Dentária Parcial Removível,04.42.50.03.0.0,88,19,2
3991,Disciplina de Prótese Dentária Total,04.42.50.02.0.0,88,19,2
5933,Disciplina de Radiologia Odontológica,04.34.50.07.0.0,88,19,2
5935,Disciplina de Saúde Coletiva,04.34.50.09.0.0,88,19,2
5733,Endodontia,04.09.06.50.2.6,88,19,2
3982,Clínica Integrada III,04.34.50.11.0.0,88,19,2
3983,Clínica Integrada Iv,04.09.06.50.3.4,88,19,2
3984,Clínica Integrada V,04.09.06.50.3.5,88,19,2
5769,Clínicas Integradas,04.09.06.50.3.0,88,19,2
5934,Disciplina de Cariologia,04.34.50.08.0.0,88,19,2
5927,Disciplina de Cirurgia,04.34.50.02.0.0,88,19,2
3997,Disciplina de Dentística I,04.42.50.08.0.0,88,19,2
3998,Disciplina de Dentística II,04.42.50.09.0.0,88,19,2
4000,Disciplina de Dentística III,04.42.50.10.0.0,88,19,2
5932,Disciplina de Endodontia,04.34.50.06.0.0,88,19,2
5929,Disciplina de Estomatologia,04.34.50.03.0.0,88,19,2
3994,Disciplina de Materiais Dentários I,04.42.50.05.0.0,88,19,2
3995,Disciplina de Materiais Dentários II,04.42.50.06.0.0,88,19,2
3996,Disciplina de Materiais Dentários III,04.42.50.07.0.0,88,19,2
5926,Disciplina de Odontopediatria,04.34.50.01.0.0,88,19,2
5930,Disciplina de Ortodontia,04.34.50.04.0.0,88,19,2
5931,Disciplina de Periodontia,04.34.50.05.0.0,88,19,2
3993,Disciplina de Prótese Dentária Parcial Fixa,04.42.50.04.0.0,88,19,2
5727,Estomatologia,04.09.06.50.2.0,88,19,2
5730,Estomatologia,04.09.06.50.2.3,88,19,2
5728,Odontopediatria,04.09.06.50.2.1,88,19,2
5731,Ortodontia,04.09.06.50.2.4,88,19,2
5732,Periodontia,04.09.06.50.2.5,88,19,2
5734,Radiologa Odontológica,04.09.06.50.2.7,88,19,2
5736,Saúde Coletiva,04.09.06.50.2.9,88,19,2
3979,Secretaria Coordenação Curso Odontologia,04.09.06.50.1.0,88,19,2
3990,Secretaria Depto Odontologia Restauradora,04.42.50.01.0.0,88,19,2
3987,Setor de Cadastro,04.09.06.50.6.0,88,19,2
3986,Setor de Esterilização,04.09.06.50.5.0,88,19,2
3985,Setor de Manutenção,04.09.06.50.4.0,88,19,2
3988,Setor de Triagem,04.09.06.50.7.0,88,19,2
6174,Chefia Hemocentro/HUSM,93.01.07.05.5.1,163,19,2
2500,Curso de Bacharelado em Estatística - Noturno,02.09.14.00.0.0,82,6,99
2652,C Pg-E Agricultura Familiar Camponesa Educação Camp,03.10.17.00.0.0,85,6,99
1756,Curso Pg-E Clínica Médica e Cirúrgica de Pequenos Animais,03.10.13.00.0.0,85,6,99
2241,Curso Pg-E Residência Médico-Veterinária,03.10.14.00.0.0,85,6,99
2261,Grad. Tecnol. Agricultura Familiar Sustentab. a Distância,03.09.05.00.0.0,85,6,99
2398,"Pg-E em Educação Ambiental, Modalidade EAD",03.10.16.00.0.0,85,6,99
1750,Curso Pg-E Análise Planej Produtos Proces Fisioterapêuticos,04.10.13.00.0.0,88,6,99
1696,Curso Pg-E em Laboratório Clínico,04.10.12.00.0.0,88,6,99
3229,Curso Pg-E Programa Residência Multiprofissional Integrada em Saúde Mental no Sistema Público de Saúde,04.10.25.00.0.0,88,6,99
3011,Curso Pg-E Programa Residência Multiprofissional Integrada Gestão e Atenção Hospitalar no Sistema Público de Saúde,04.10.22.00.0.0,88,6,99
2496,Curso-Programa Residência Multiprofissional Integrada em Sistema Público Saúde,04.10.21.00.0.0,88,6,99
1939,Programa de Pós-Graduação em Farmacologia,04.10.16.00.0.0,88,6,99
6891,Programa de Pós-Graduação em Saúde Coletiva,04.00.01.00.0.0,88,6,99
3221,Programa de Pós-Graduação em Administração,06.10.34.00.0.0,91,6,99
5973,Programa de Pós-Graduação em Ciências Contábeis,06.10.41.00.0.0,91,6,99
2207,Curso Licenciatura em Pedagogia - Noturno,05.09.04.00.0.0,94,6,99
558,Curso Pg-E Educação Especial,05.10.02.00.0.0,94,6,99
2196,Curso Pg-E Educação Esp. Déficit Cognitivo e Educação Surdos,05.10.09.00.0.0,94,6,99
2965,Curso Pg-E Educação Profissional Integrada a Educação Básica na Modalidade Educação de Jovens e Adultos,05.10.14.00.0.0,94,6,99
3138,Curso Pg-E em Docência na Educação Infantil,05.10.15.00.0.0,94,6,99
4086,Pg a Distância Lato Sensu - Especialização em Gestão da Educação Municipal,05.10.17.00.0.0,94,6,99
3251,Programa de Pós-Graduação em Engenharia Ambiental,07.10.13.00.0.0,117,6,99
624,Programa de Pós-Graduação em Engenharia Civil,07.10.03.00.0.0,117,6,99
3312,Coord-Geral da Bolsa-Formação - Pronatec,26.04.30.00.0.0,2712,6,99
655,Curso de Artes Cênicas,08.09.06.00.0.0,78,6,1
1767,Curso de Artes Visuais,08.09.08.00.0.0,78,6,1
3256,Curso de Dança - Bacharelado,08.09.14.00.0.0,78,6,1
3326,Curso de Dança - Licenciatura,08.09.18.00.0.0,78,6,1
246,Curso de Desenho Industrial,08.09.03.00.0.0,78,6,1
6810,Curso de Estatística,02.09.20.00.0.0,82,6,1
222,Curso de Física,02.09.05.00.0.0,82,6,1
229,Curso de Geografia,02.09.02.00.0.0,82,6,1
4060,Curso de Geografia - Licenciatura a Distância - Uab,02.09.17.00.0.0,82,6,1
225,Curso de Matemática,02.09.06.00.0.0,82,6,1
3136,Curso de Mestrado Profissional em Matemática,02.10.20.00.0.0,82,6,1
1856,Curso de Meteorologia,02.09.08.00.0.0,82,6,1
6880,Curso de Letras Línguas Estrangeiras - Licenciaturas,08.09.16.00.0.0,78,6,1
6881,Curso de Letras Português - Licenciatura e Bacharelado,08.09.17.00.0.0,78,6,1
243,Curso de Música,08.09.04.00.0.0,78,6,1
3053,Curso de Música e Tecnologia-Bacharelado,08.09.13.00.0.0,78,6,1
7194,"Curso de Pós-Graduação em 
Literatura, Linguagens e Tecnologias",08.10.12.00.0.0,78,6,1
2333,Curso Grad. Licenciatura Letras Espanhol/Literat.- EAD,08.09.10.00.0.0,78,6,1
2419,Curso Licenciatura em Teatro,08.09.11.00.0.0,78,6,1
6833,Curso Mbya Guarani Educação Intercultural Indígena,08.09.15.00.0.0,78,6,1
5011,Curso Pg-E em Música: Músicas dos Séculos XX e XXI - Performance e Pedagogia,08.10.09.00.0.0,78,6,1
2273,Letras - Português e Literaturas a Distância,08.09.09.00.0.0,78,6,1
3337,Pg-E Distância Tecnolog. Inform. Comunicação Aplic. Educação,08.10.07.00.0.0,78,6,1
6890,Programa de Pós-Graduação em Artes da Cena,08.10.11.00.0.0,78,6,1
2220,Programa de Pós-Graduação em Artes Visuais,08.10.05.00.0.0,78,6,1
1863,Programa de Pós-Graduação em Letras,08.10.03.00.0.0,78,6,1
228,Curso de Ciências Biológicas,02.09.04.00.0.0,82,6,1
7131,Curso de Nanotecnologia e Inovação Computacional,02.09.21.00.0.0,82,6,1
6669,Curso de Química - Licenciatura,02.09.18.00.0.0,82,6,1
2328,Curso Graduação de Física - Licenciatura a Distância,02.09.13.00.0.0,82,6,1
3120,Curso Superior de Tecnologia em Processos Químicos,02.09.16.00.0.0,82,6,1
2347,Curso-Programa Pg Educação em Ciências: Química da Vida e Saúde,02.10.18.00.0.0,82,6,1
2892,Curso-Programa Pg em Agrobiologia,02.10.19.00.0.0,82,6,1
2256,Curso-Programa Pg em Biodiversidade Animal,02.10.16.00.0.0,82,6,1
452,Curso-Programa Pg em Ciências Biológicas: Bioquímica Toxicológica,02.10.09.00.0.0,82,6,1
3871,Curso-Programa Pg em Educação Matemática e Ensino de Física,02.10.22.00.0.0,82,6,1
445,Curso-Programa Pg em Física,02.10.07.00.0.0,82,6,1
4852,Curso-Programa Pg em Geografia,02.10.24.00.0.0,82,6,1
2210,Curso-Programa Pg em Matemática,02.10.15.00.0.0,82,6,1
2337,Curso-Programa Pg em Meteorologia,02.10.17.00.0.0,82,6,1
444,Curso-Programa Pg em Química,02.10.06.00.0.0,82,6,1
6119,Curso-Programa Pg Profissional em Ensino de Geografia em Rede Nacional,02.10.25.00.0.0,82,6,1
6670,Cursos de Química Industrial e Bacharelado,02.09.19.00.0.0,82,6,1
19,Curso de Agronomia,03.09.01.00.0.0,85,6,1
4797,Curso de Licenciatura em Educação do Campo - EAD,03.09.07.00.0.0,85,6,1
7104,Curso de Licenciatura em Educação do Campo - Semipresencial,03.09.09.00.0.0,85,6,1
22,Curso de Zootecnia,03.09.04.00.0.0,85,6,1
20,Curso Engenharia Florestal,03.09.02.00.0.0,85,6,1
21,Curso Medicina Veterinária,03.09.03.00.0.0,85,6,1
36,Curso de Medicina,04.09.05.00.0.0,88,6,1
6873,Curso de Nutrição,04.09.10.00.0.0,88,6,1
6950,Curso de Pós-Graduação em Práticas Integrativas e Complementares no Cuidado em Sáude,04.10.30.00.0.0,88,6,1
2545,Curso de Terapia Ocupacional,04.09.09.00.0.0,88,6,1
3104,Curso Pg-E em Reabilitação Físico-Motora,04.10.24.00.0.0,88,6,1
6978,Programa de Pós-Graduação em Ciências Biológicas: Farmacologia,04.10.31.00.0.0,88,6,1
6695,"Curso Pg-E Agroecologia, Educação do Campo e Inovações Sociais - EAD",03.10.20.00.0.0,85,6,1
4875,Curso Superior de Tecnologia em Agronegócio,03.09.08.00.0.0,85,6,1
2502,Curso Superior de Tecnologia em Alimentos,03.09.06.00.0.0,85,6,1
23,Programa de Pós-Graduação em Agronomia,03.10.01.00.0.0,85,6,1
1688,Programa de Pós-Graduação em Ciência do Solo,03.10.11.00.0.0,85,6,1
28,Programa de Pós-Graduação em Ciência e Tecnologia de Alimentos,03.10.07.00.0.0,85,6,1
25,Programa de Pós-Graduação em Engenharia Agrícola,03.10.03.00.0.0,85,6,1
29,Programa de Pós-Graduação em Engenharia Florestal,03.10.08.00.0.0,85,6,1
2310,Programa de Pós-Graduação em Extensão Rural,03.10.15.00.0.0,85,6,1
26,Programa de Pós-Graduação em Medicina Veterinária,03.10.04.00.0.0,85,6,1
27,Programa de Pós-Graduação em Zootecnia,03.10.05.00.0.0,85,6,1
7134,Programa de Residência Uniprofissional em Medicina Veterinária,03.10.18.19.0.0,85,6,1
5379,Curso de Enfermagem,04.09.07.00.0.0,88,6,1
5381,Curso de Farmácia,04.09.08.00.0.0,88,6,1
34,Curso de Fisioterapia,04.09.03.00.0.0,88,6,1
35,Curso de Fonoaudiologia,04.09.04.00.0.0,88,6,1
3102,Programa de Pós-Graduação em Ciências da Saúde - Mestrado Profissional,04.10.23.00.0.0,88,6,1
1773,Programa de Pós-Graduação em Ciências Farmacêuticas,04.10.14.00.0.0,88,6,1
2205,Programa de Pós-Graduação em Enfermagem,04.10.19.00.0.0,88,6,1
6912,Programa de Pós-Graduação em Saúde Coletiva,04.10.29.00.0.0,88,6,1
39,Programa de Residência Médica,04.10.02.00.0.0,88,6,1
235,Curso de Administração,06.09.01.00.0.0,91,6,1
3605,Curso de Administração Noturno,06.09.25.00.0.0,91,6,1
240,Curso de Arquivologia,06.09.02.00.0.0,91,6,1
4809,Curso de Bacharelado em Administração,06.09.29.00.0.0,91,6,1
236,Curso de Ciências Contábeis,06.09.03.00.0.0,91,6,1
238,Curso de Ciências Econômicas,06.09.06.00.0.0,91,6,1
605,Curso de Ciências Sociais,06.09.13.00.0.0,91,6,1
3017,Curso de Comunicação Social - Jornalismo,06.09.22.00.0.0,91,6,1
2681,Curso de Comunicação Social - Produção Editorial,06.09.19.00.0.0,91,6,1
3015,Curso de Comunicação Social - Publicidade e Propaganda,06.09.21.00.0.0,91,6,1
3020,Curso de Comunicação Social - Relações Públicas,06.09.23.00.0.0,91,6,1
237,Curso de Direito,06.09.05.00.0.0,91,6,1
3779,Curso de Direito Noturno,06.09.26.00.0.0,91,6,1
221,Curso de Filosofia,06.09.07.00.0.0,91,6,1
7187,Curso de Filosofia - Prilei,06.09.31.00.0.0,91,6,1
4871,Curso de História Bacharelado,06.09.10.00.0.0,91,6,1
4873,Curso de História Licenciatura,06.09.11.00.0.0,91,6,1
6909,Programa de Pós-Graduação em Administração e Ciências Contábeis,06.10.43.00.0.0,91,6,1
5589,Programa de Pós-Graduação em Administração Pública,06.00.01.00.0.0,91,6,1
2345,Programa de Pós-Graduação em Ciências Sociais,06.10.26.00.0.0,91,6,1
3226,Programa de Pós-Graduação em Comunicação,06.10.35.00.0.0,91,6,1
3344,Programa de Pós-Graduação em Direito,06.10.36.00.0.0,91,6,1
7185,Curso de História Licenciatura - Prilei,06.09.30.00.0.0,91,6,1
3923,Curso de Licenciatura em Ciências Sociais,06.09.27.00.0.0,91,6,1
2592,Curso de Licenciatura em Sociologia a Distância,06.09.18.00.0.0,91,6,1
595,Curso de Psicologia,06.09.12.00.0.0,91,6,1
2544,Curso de Relações Internacionais,06.09.16.00.0.0,91,6,1
2683,Curso de Serviço Social - Bacharelado (Noturno),06.09.20.00.0.0,91,6,1
2425,Curso Noturno de Bacharelado em Filosofia,06.09.15.00.0.0,91,6,1
2663,Curso Pg Lato Sensu em Gestão Pública - EAD,06.10.28.00.0.0,91,6,1
2670,Curso Pg Lato Sensu Gestão Pública Municipal - EAD,06.10.29.00.0.0,91,6,1
6694,Curso Pg-E Ciência de Dados na Administração Pública - EAD,06.00.01.50.0.0,91,6,1
4151,Curso Pg-E em Ensino de Filosofia no Ensino Médio - EAD,06.10.37.00.0.0,91,6,1
4157,Curso Pg-E em Ensino de Sociologia no Ensino Médio - EAD,06.10.38.00.0.0,91,6,1
5517,Curso Pg-E em Estudos de Gênero,06.10.01.00.0.0,91,6,1
5057,Curso Pg-E Gestão de Pessoas,06.10.13.00.0.0,91,6,1
4807,Curso Superior de Tecnologia em Gestão de Turismo,06.09.28.00.0.0,91,6,1
3096,Curso-Programa Pg-M em Economia e Desenvolvimento,06.10.33.00.0.0,91,6,1
2266,Pg-E a Distância - Gestão em Arquivos,06.10.25.00.0.0,91,6,1
42,Programa de Pós-Graduação em Filosofia,06.10.02.00.0.0,91,6,1
4821,Programa de Pós-Graduação em Gestão de Organizações Públicas,06.10.40.00.0.0,91,6,1
3041,Programa de Pós-Graduação em História,06.10.31.00.0.0,91,6,1
2243,Programa de Pós-Graduação em Patrimônio Cultural,06.10.22.00.0.0,91,6,1
4645,Programa de Pós-Graduação em Psicologia,06.10.39.00.0.0,91,6,1
5151,Programa de Pós-Graduação em Relações Internacionais,06.10.06.00.0.0,91,6,1
6889,Programa de Pós-Graduação em Serviço Social e Políticas Públicas,06.10.44.00.0.0,91,6,1
242,Curso de Educação Especial,05.09.01.00.0.0,94,6,1
7110,Curso de Educação Especial - Semipresencial,05.09.15.00.0.0,94,6,1
1861,Curso de Educação Especial a Distância,05.09.05.00.0.0,94,6,1
6837,Curso de Educação Especial Inclusiva,05.09.14.00.0.0,94,6,1
7189,Curso de Educação Especial Inclusiva - Prilei,05.09.17.00.0.0,94,6,1
7116,Curso de Formação de Professores para Educação Profissional - Semipresencial,05.09.16.00.0.0,94,6,1
3250,Curso de Formação de Professores para Educação Profissional EAD,05.09.11.00.0.0,94,6,1
4788,Curso de Licenciatura em Ciências da Religião - Modalidade a Distância,05.09.12.00.0.0,94,6,1
2272,Curso Graduação em Pedagogia a Distância,05.09.08.00.0.0,94,6,1
2427,Curso Licenciatura Educação Especial - Noturno,05.09.09.00.0.0,94,6,1
2218,Curso Pedagogia Licenciatura Plena Diurno,05.09.07.00.0.0,94,6,1
2216,Curso Pedagogia Licenciatura Plena Noturno,05.09.06.00.0.0,94,6,1
6697,Curso Pg-E de Gestão Pública na Educação Infantil e Docência - EAD,05.10.21.00.0.0,94,6,1
550,Curso Pg-E Gestão Educacional,05.10.01.00.0.0,94,6,1
6179,Curso-Programa Especial de Formação Professores Educação Profissional,05.09.13.00.0.0,94,6,1
4042,Curso de Engenharia Aeroespacial,07.09.13.00.0.0,117,6,1
600,Curso de Engenharia Civil,07.09.01.00.0.0,117,6,1
2445,Curso de Engenharia de Computação,07.09.09.00.0.0,117,6,1
2441,Curso de Engenharia de Controle e Automação,07.09.07.00.0.0,117,6,1
2443,Curso de Engenharia de Produção,07.09.08.00.0.0,117,6,1
2590,Curso-Programa Especial de Formação Professores Educação Profissional,05.10.13.00.0.0,94,6,1
2268,Pg-Distância - Especialização Lato Sensu Gestão Educacional,05.10.11.00.0.0,94,6,1
192,Programa de Pós-Graduação em Educação,05.10.03.00.0.0,94,6,1
4657,Programa de Pós-Graduação em Políticas Públicas e Gestão Educacional,05.10.20.00.0.0,94,6,1
4148,Programa de Pós-Graduação Mestrado Profissional em História em Rede Nacional,05.10.18.00.0.0,94,6,1
3560,Programa de Pós-Graduação Mestrado Profissional em Tecnologias Educacionais em Rede,05.10.16.00.0.0,94,6,1
247,Curso de Educação Física,09.09.01.00.0.0,97,6,1
3497,Curso de Educação Física - Bacharelado,09.09.03.00.0.0,97,6,1
3962,Pg-E em Educação Física Escolar,09.10.05.00.0.0,97,6,1
50,Programa de Pós-Graduação em Ciência Movimento Humano,09.10.01.00.0.0,97,6,1
6149,Programa de Pós-Graduação em Ciências do Movimento e Reabilitação,09.10.07.00.0.0,97,6,1
4074,Programa de Pós-Graduação em Gerontologia,09.10.06.00.0.0,97,6,1
234,Curso Arquitetura e Urbanismo,07.09.06.00.0.0,117,6,1
2543,Curso de Bacharelado em Sistemas de Informação,07.09.12.00.0.0,117,6,1
233,Curso de Ciência da Computação,07.09.05.00.0.0,117,6,1
6738,Curso de Engenharia Ambiental e Sanitária,07.09.15.00.0.0,117,6,1
2447,Curso de Engenharia Acústica,07.09.10.00.0.0,117,6,1
230,Curso de Engenharia Elétrica,07.09.02.00.0.0,117,6,1
4043,Curso de Engenharia em Telecomunicações,07.09.14.00.0.0,117,6,1
231,Curso de Engenharia Mecânica,07.09.03.00.0.0,117,6,1
232,Curso de Engenharia Química,07.09.04.00.0.0,117,6,1
3907,Curso de Especialização em Eficiência Energética Aplicada Aos Processos Produtivos - EAD,07.10.14.00.0.0,117,6,1
2466,"Curso Pg-E Mídias na Educação, Modalidade a Distância",07.10.11.00.0.0,117,6,1
3932,"Pg-E em Educação Ambiental, Modalidade EAD",07.10.15.00.0.0,117,6,1
4856,"Programa de Pós-Graduação em Arquitetura, Urbanismo e Paisagismo",07.10.17.00.0.0,117,6,1
5017,Programa de Pós-Graduação em Ciência da Computação,07.10.18.00.0.0,117,6,1
6870,Programa de Pós-Graduação em Engenharia Civil e Ambiental,07.10.21.00.0.0,117,6,1
47,Programa de Pós-Graduação em Engenharia de Produção,07.10.02.00.0.0,117,6,1
46,Programa de Pós-Graduação em Engenharia Elétrica,07.10.01.00.0.0,117,6,1
5565,Programa de Pós-Graduação em Engenharia Mecânica,07.10.19.00.0.0,117,6,1
4570,Programa de Pós-Graduação em Engenharia Química,07.10.16.00.0.0,117,6,1
4838,Coordenação do Curso Técnico em Enfermagem,26.26.20.00.0.0,2712,6,1
2819,Coordenação do Curso Técnico em Administração,26.26.09.00.0.0,2712,6,1
4910,Coordenação do Curso Técnico em Agricultura,26.26.21.00.0.0,2712,6,1
6595,Coordenação do Curso Técnico em Agricultura de Precisão,26.26.22.00.0.0,2712,6,1
6730,Coordenação do Curso Técnico em Agrimensura,26.26.26.00.0.0,2712,6,1
2728,Coordenação do Curso Técnico em Agropecuária,26.26.10.00.0.0,2712,6,1
4315,Coordenação do Curso Técnico em Alimentos,26.26.16.00.0.0,2712,6,1
6638,Coordenação do Curso Técnico em Comércio,26.26.23.00.0.0,2712,6,1
2781,Coordenação do Curso de Eletrônica,25.18.09.00.0.0,2732,6,1
2775,Coordenação do Curso de Mecânica,25.18.04.00.0.0,2732,6,1
3131,Coordenação do Curso Técnico em Contabilidade,26.26.14.00.0.0,2712,6,1
4811,Coordenação do Curso Técnico em Cuidados de Idosos,26.26.19.00.0.0,2712,6,1
7132,Coordenação do Curso Técnico em Enfermagem Noturno,26.26.27.00.0.0,2712,6,1
4498,Coordenação do Curso Técnico em Farmácia,26.26.17.00.0.0,2712,6,1
6640,Coordenação do Curso Técnico em Fruticultura,26.26.24.00.0.0,2712,6,1
2729,Coordenação do Curso Técnico em Informática,26.26.11.00.0.0,2712,6,1
2821,Coordenação do Curso Técnico em Meio Ambiente,26.26.13.00.0.0,2712,6,1
2730,Coordenação do Curso Técnico em Paisagismo,26.26.12.00.0.0,2712,6,1
4001,Coordenação do Curso Técnico em Secretariado,26.26.15.00.0.0,2712,6,1
4500,Coordenação do Curso Técnico em Zootecnia,26.26.18.00.0.0,2712,6,1
3082,Curso Pg-Mestrado Profissional em Agricultura de Precisão,26.04.15.00.0.0,2712,6,1
2723,Curso Superior de Tecnologia de Geoprocessamento,26.26.05.00.0.0,2712,6,1
4777,Curso Superior de Tecnologia em Gestão Ambiental,26.26.07.00.0.0,2712,6,1
2722,Curso Superior de Tecnologia em Gestão de Cooperativas,26.26.04.00.0.0,2712,6,1
2894,Curso Superior de Tecnologia em Sistemas para Internet,26.26.06.00.0.0,2712,6,1
4009,Coordenação Curso Técnico em Informática para Internet Integrado ao Ensino Médio,25.18.12.00.0.0,2732,6,1
4011,Coordenação Curso Técnico em Soldagem Subsequente,25.18.13.00.0.0,2732,6,1
2777,Coordenação do Curso de Automação Industrial,25.18.06.00.0.0,2732,6,1
2776,Coordenação do Curso de Eletromecânica,25.18.05.00.0.0,2732,6,1
2774,Coordenação do Curso de Eletrotécnica,25.18.03.00.0.0,2732,6,1
2778,Coordenação do Curso de Segurança do Trabalho,25.18.07.00.0.0,2732,6,1
3758,Coordenação do Curso Técnico em Eletrotécnica Integrado,25.18.10.00.0.0,2732,6,1
7129,Coordenação do Curso Técnico em Internet das Coisas Integrado ao Ensino Médio,25.18.64.00.0.0,2732,6,1
3760,Coordenação do Curso Técnico em Mecânica Integrado,25.18.11.00.0.0,2732,6,1
2779,Coordenação Geral do Curso Proeja,25.18.08.00.0.0,2732,6,1
6983,Curso de Pós-Graduação em Formação de Professores para O Ensino de Robótica,25.18.15.00.0.0,2732,6,1
4380,Curso Mestrado Acadêmico em Educação Profissional e Tecnológica,25.18.14.00.0.0,2732,6,1
4784,Curso Superior de Tecnologia em Eletrônica Industrial,25.18.18.00.0.0,2732,6,1
2750,Curso Superior de Tecnologia em Fabricação Mecânica,25.18.16.00.0.0,2732,6,1
2751,Curso Superior de Tecnologia em Redes de Computadores,25.18.17.00.0.0,2732,6,1
4131,Curso de Arquitetura e Urbanismo - CS,31.09.01.00.0.0,4051,6,1
7130,Curso de Ciências de Dados e Inteligência Artificial - CS,31.09.06.00.0.0,4051,6,1
4132,Curso de Engenharia Agrícola - CS,31.09.02.00.0.0,4051,6,1
4135,Curso de Engenharia de Transportes e Logística - CS,31.09.05.00.0.0,4051,6,1
4133,Curso de Engenharia Elétrica - CS,31.09.03.00.0.0,4051,6,1
4134,Curso de Engenharia Mecânica - CS,31.09.04.00.0.0,4051,6,1
4584,Curso de Administração - Noturno - PM,32.09.01.00.0.0,4564,6,1
4590,Curso de Administração Diurno - PM,32.09.07.00.0.0,4564,6,1
4588,Curso de Ciências Biológicas - PM,32.09.05.00.0.0,4564,6,1
4589,Curso de Ciências Econômicas - PM,32.09.06.00.0.0,4564,6,1
4585,Curso de Enfermagem - PM,32.09.02.00.0.0,4564,6,1
4587,Curso de Nutrição - PM,32.09.04.00.0.0,4564,6,1
6948,Curso de Pós-Graduação em Gestão e Gerenciamento das Redes de Atenção à Saúde,32.10.04.00.0.0,4564,6,1
4586,Curso de Zootecnia - PM,32.09.03.00.0.0,4564,6,1
4750,Pg-E em Gestão de Organização Pública em Saúde - Modalidade a Distância,32.10.02.00.0.0,4564,6,1
4628,Programa de Pós-Graduação em Agronegócios - PM,32.10.01.00.0.0,4564,6,1
6124,Programa de Pós-Graduação em Saúde e Ruralidade - PM,32.10.03.00.0.0,4564,6,1
4667,Curso de Agronomia - Campus FW,33.09.01.00.0.0,4634,6,1
7141,Curso de Direito - Campus FW,33.09.11.00.0.0,4634,6,1
4680,Curso de Engenharia Ambiental e Sanitária - Campus FW,33.09.05.00.0.0,4634,6,1
4668,Curso de Engenharia Florestal - Campus FW,33.09.02.00.0.0,4634,6,1
4669,Curso de Jornalismo Bacharelado - Campus FW,33.09.03.00.0.0,4634,6,1
4744,Curso de Licenciatura em Computação - Modalidade a Distância,33.09.08.00.0.0,4634,6,1
5506,Curso de Licenciatura em Educação Indígena - Modalidade EAD,33.09.09.00.0.0,4634,6,1
6835,Curso de Licenciatura Intercultural Indígena,33.09.10.00.0.0,4634,6,1
4679,Curso de Relações Públicas Bacharelado - Campus FW,33.09.04.00.0.0,4634,6,1
4681,Curso de Sistemas de Informação - Campus FW,33.09.06.00.0.0,4634,6,1
4672,Programa de Pós-Graduação em Agronomia - Agricultura e Ambiente - Campus FW,33.10.01.00.0.0,4634,6,1
5127,Programa de Pós-Graduação em Ciência e Tecnologia Ambiental- Campus FW,33.10.02.00.0.0,4634,6,1
2323,Curso Graduação de Licenciatura em Matemática a Distância,02.09.12.00.0.0,82,6,2
1944,Curso a Distância Pg-E em Educação Especial,05.10.08.00.0.0,94,6,2
3231,Curso de Educação Especial - Licenciatura EAD- Parfor,05.09.10.00.0.0,94,6,2
